PID,DEPT,GRAYEAR,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
47019,만화애니메이션전공,202302,2020,10,전선,동작연구1,4.0,A0,1,0.8571,0.8
47020,만화애니메이션전공,202302,2020,10,전선,디지털드로잉1,4.5,A+,1,1.0,1.0
47021,만화애니메이션전공,202302,2020,10,전선,디지털아트워크1,3.5,B+,1,0.7143,0.6667
47022,만화애니메이션전공,202302,2020,10,전선,캐릭터디자인1,3.5,B+,1,0.7143,0.5
47023,만화애니메이션전공,202302,2020,10,전필,애니메이션제작기법1,3.0,B0,1,0.5714,0.4
47024,만화애니메이션전공,202302,2020,10,전필,카툰창작1,3.5,B+,1,0.7143,0.6
47025,만화애니메이션전공,202302,2020,20,전선,동작연구2,3.5,B+,1,0.7143,0.6
47026,만화애니메이션전공,202302,2020,20,전선,디지털드로잉2,4.5,A+,1,1.0,1.0
47027,만화애니메이션전공,202302,2020,20,전선,디지털아트워크2,4.0,A0,1,0.8571,0.75
47028,만화애니메이션전공,202302,2020,20,전선,인체드로잉4,4.5,A+,1,1.0,1.0
47029,만화애니메이션전공,202302,2020,20,전필,애니메이션제작기법2,3.5,B+,1,0.7143,0.6
47030,만화애니메이션전공,202302,2020,20,전필,카툰창작2,4.5,A+,1,1.0,1.0
47031,만화애니메이션전공,202302,2021,10,전선,극화창작1,4.0,A0,1,0.8571,0.75
47032,만화애니메이션전공,202302,2021,10,전선,만화애니메이션스토리텔링1,3.5,B+,1,0.7143,0.3333
47033,만화애니메이션전공,202302,2021,10,전선,웹툰제작1,4.0,A0,1,0.8571,0.75
47034,만화애니메이션전공,202302,2021,20,전선,극화창작2,4.5,A+,1,1.0,1.0
47035,만화애니메이션전공,202302,2021,20,전선,만화애니메이션스토리텔링2,3.5,B+,1,0.7143,0.3333
47036,만화애니메이션전공,202302,2022,10,전선,독립프로젝트1,4.5,A+,1,1.0,1.0
47037,만화애니메이션전공,202302,2022,10,전선,어시스턴트프로그램1,4.0,A0,1,0.8571,0.6667
47038,만화애니메이션전공,202302,2022,10,전선,인체드로잉3,3.0,B0,1,0.5714,0.25
47039,만화애니메이션전공,202302,2022,10,전선,졸업작품제작1,4.0,A0,1,0.8571,0.75
47040,만화애니메이션전공,202302,2022,20,전선,독립프로젝트2,4.5,A+,1,1.0,1.0
47041,만화애니메이션전공,202302,2022,20,전선,산학협력스튜디오2,4.5,A+,1,1.0,1.0
47042,만화애니메이션전공,202302,2022,20,전선,어시스턴트프로그램2,4.5,A+,1,1.0,1.0
47043,만화애니메이션전공,202302,2022,20,전선,졸업작품제작2,4.5,A+,1,1.0,1.0
47044,디지털미디어디자인전공,202302,2019,10,전선,2D컴퓨터그래픽스,4.0,A0,1,0.8571,1.0
47045,디지털미디어디자인전공,202302,2019,10,전선,디지털매체와표현,3.0,B0,1,0.5714,0.4
47046,디지털미디어디자인전공,202302,2019,10,전선,디지털포토그래피,3.0,B0,1,0.5714,0.4
47047,디지털미디어디자인전공,202302,2019,10,전필,디지털미디어론,4.5,A+,1,1.0,1.0
47048,디지털미디어디자인전공,202302,2019,20,전선,3D컴퓨터그래픽스,3.5,B+,1,0.7143,0.0
47049,디지털미디어디자인전공,202302,2019,20,전선,게임컨셉디자인,2.5,C+,1,0.4286,0.0
47050,디지털미디어디자인전공,202302,2019,20,전선,디지털조형실습,3.0,B0,1,0.5714,0.5714
47051,디지털미디어디자인전공,202302,2020,10,전선,게임캐릭터디자인,3.0,B0,1,0.5714,0.0
47052,디지털미디어디자인전공,202302,2020,10,전선,기초프로그래밍1,2.5,C+,1,0.4286,0.2
47053,디지털미디어디자인전공,202302,2020,10,전선,디지털리터러시,4.0,A0,1,0.8571,0.6667
47054,디지털미디어디자인전공,202302,2020,10,전선,영상디자인1,4.5,A+,1,1.0,1.0
47055,디지털미디어디자인전공,202302,2020,20,전선,디자인씽킹,4.0,A0,1,0.8571,0.0
47056,디지털미디어디자인전공,202302,2020,20,전선,디지털타이포그래피,4.0,A0,1,0.8571,0.6667
47057,디지털미디어디자인전공,202302,2020,20,전선,영상디자인2,4.5,A+,1,1.0,1.0
47058,디지털미디어디자인전공,202302,2020,20,전선,인터랙티브스토리텔링,4.0,A0,1,0.8571,0.6667
47059,디지털미디어디자인전공,202302,2021,10,전선,디자인시스템론,2.5,C+,1,0.4286,0.0
47060,디지털미디어디자인전공,202302,2021,10,전선,앱디자인1,2.0,C0,1,0.2857,0.0
47061,디지털미디어디자인전공,202302,2021,10,전선,웹디자인1,4.0,A0,1,0.8571,0.6667
47062,디지털미디어디자인전공,202302,2021,10,전선,프로토타이핑,4.0,A0,1,0.8571,0.5
47063,디지털미디어디자인전공,202302,2021,10,전필,UX프로그래밍1,2.5,C+,1,0.4286,0.2
47064,디지털미디어디자인전공,202302,2021,20,전선,서비스디자인,3.5,B+,1,0.7143,0.5
47065,디지털미디어디자인전공,202302,2021,20,전필,UX프로그래밍2,3.0,B0,1,0.5714,0.5
47066,디지털미디어디자인전공,202302,2021,20,전필,앱디자인2,3.0,B0,1,0.5714,0.0
47067,디지털미디어디자인전공,202302,2021,20,전필,웹디자인2,3.0,B0,1,0.5714,0.5
47068,디지털미디어디자인전공,202302,2022,10,전선,고급프로그래밍1,3.5,B+,1,0.7143,0.6
47069,디지털미디어디자인전공,202302,2022,10,전선,디자인연구세미나,4.0,A0,1,0.8571,0.6667
47070,디지털미디어디자인전공,202302,2022,10,전선,서비스경험디자인1,3.5,B+,1,0.7143,0.0
47071,디지털미디어디자인전공,202302,2022,10,전선,인터랙션디자인1,3.5,B+,1,0.7143,0.0
47072,디지털미디어디자인전공,202302,2022,10,전선,인터페이스디자인1,3.5,B+,1,0.7143,0.75
47073,디지털미디어디자인전공,202302,2022,20,전선,고급프로그래밍2,3.5,B+,1,0.7143,0.3333
47074,디지털미디어디자인전공,202302,2022,20,전선,디지털포트폴리오,4.0,A0,1,0.8571,0.5
47075,디지털미디어디자인전공,202302,2022,20,전선,서비스경험디자인2,3.5,B+,1,0.7143,0.0
47076,디지털미디어디자인전공,202302,2022,20,전선,인터랙션디자인2,3.5,B+,1,0.7143,0.0
47077,디지털미디어디자인전공,202302,2022,20,전선,인터페이스디자인2,3.0,B0,1,0.5714,0.25
47078,군사학과,202302,2019,10,전선,국방경제와방위산업,3.5,B+,1,0.7143,0.6667
47079,군사학과,202302,2019,10,전선,무도1,3.5,B+,1,0.7143,0.5
47080,군사학과,202302,2019,10,전선,병영체험1,4.5,A+,1,1.0,1.0
47081,군사학과,202302,2019,10,전필,군사학개론,3.5,B+,1,0.7143,0.6
47082,군사학과,202302,2019,10,전필,북한학,4.5,A+,1,1.0,1.0
47083,군사학과,202302,2019,20,전선,무기체계론,3.5,B+,1,0.7143,0.3333
47084,군사학과,202302,2019,20,전선,무도2,3.5,B+,1,0.7143,0.0
47085,군사학과,202302,2019,20,전선,병서강독,4.5,A+,1,1.0,1.0
47086,군사학과,202302,2019,20,전선,전술학의이해,3.5,B+,1,0.7143,0.7143
47087,군사학과,202302,2019,20,전필,한국사및국가관,4.5,A+,1,1.0,1.0
47088,군사학과,202302,2020,10,전선,국가안보론,3.0,B0,1,0.5714,0.5
47089,군사학과,202302,2020,10,전선,군사지리학,4.5,A+,1,1.0,1.0
47090,군사학과,202302,2020,10,전선,전자정보전,4.5,A+,1,1.0,1.0
47091,군사학과,202302,2020,10,전필,군대윤리,4.5,A+,1,1.0,1.0
47092,군사학과,202302,2020,10,전필,한국전쟁사,4.5,A+,1,1.0,1.0
47093,군사학과,202302,2020,20,전선,리더십(M),4.5,A+,1,1.0,1.0
47094,군사학과,202302,2020,20,전선,전쟁론,4.5,A+,1,1.0,1.0
47095,군사학과,202302,2020,20,전선,합동및연합작전,4.5,A+,1,1.0,1.0
47096,군사학과,202302,2020,40,전선,청소년의꿈찾기프로젝트(PBLIII),4.5,A+,1,1.0,1.0
47097,군사학과,202302,2021,10,전선,군사영어1,4.5,A+,1,1.0,1.0
47098,군사학과,202302,2021,10,전선,병영체험2,4.5,A+,1,1.0,1.0
47099,군사학과,202302,2021,20,전선,군사영어2,4.5,A+,1,1.0,1.0
47100,군사학과,202302,2022,10,전선,군사영어3,4.5,A+,1,1.0,1.0
47101,군사학과,202302,2022,20,전선,군사영어4,4.5,A+,1,1.0,1.0
47102,군사학과,202302,2022,20,전필,지휘관리학2,3.5,B+,1,0.7143,0.3333
47103,치위생학과,202302,2019,10,전선,구강해부학,4.5,A+,1,1.0,1.0
47104,치위생학과,202302,2019,10,전선,치위생영어1,4.5,A+,1,1.0,1.0
47105,치위생학과,202302,2019,10,전선,치위생학개론,4.5,A+,1,1.0,1.0
47106,치위생학과,202302,2019,20,전선,감염관리학,4.5,A+,1,1.0,1.0
47107,치위생학과,202302,2019,20,전선,구강조직발생학,4.5,A+,1,1.0,1.0
47108,치위생학과,202302,2019,20,전선,치아형태학,4.5,A+,1,1.0,1.0
47109,치위생학과,202302,2020,10,전선,공중구강보건학,4.5,A+,1,1.0,1.0
47110,치위생학과,202302,2020,10,전선,구강미생물학,4.5,A+,1,1.0,1.0
47111,치위생학과,202302,2020,10,전선,구강생리학,4.5,A+,1,1.0,1.0
47112,치위생학과,202302,2020,10,전선,기초치위생학,4.5,A+,1,1.0,1.0
47113,치위생학과,202302,2020,10,전선,노인치위생학,4.5,A+,1,1.0,1.0
47114,치위생학과,202302,2020,10,전선,치주학,4.5,A+,1,1.0,1.0
47115,치위생학과,202302,2020,20,전선,구강병리학,4.5,A+,1,1.0,1.0
47116,치위생학과,202302,2020,20,전선,기초치위생학및실습,4.5,A+,1,1.0,1.0
47117,치위생학과,202302,2020,20,전선,예방치위생학및실습,4.5,A+,1,1.0,1.0
47118,치위생학과,202302,2020,20,전선,치과교정학,4.5,A+,1,1.0,1.0
47119,치위생학과,202302,2020,20,전필,구강보건교육학,4.5,A+,1,1.0,1.0
47120,치위생학과,202302,2020,20,전필,예방치위생학,4.5,A+,1,1.0,1.0
47121,치위생학과,202302,2021,10,전선,구강악안면외과학,4.5,A+,1,1.0,1.0
47122,치위생학과,202302,2021,10,전선,임상전단계실습1,4.5,A+,1,1.0,1.0
47123,치위생학과,202302,2021,10,전선,치과보철학,4.5,A+,1,1.0,1.0
47124,치위생학과,202302,2021,10,전선,치과재료학,4.5,A+,1,1.0,1.0
47125,치위생학과,202302,2021,10,전선,치위생학및실습1,4.5,A+,1,1.0,1.0
47126,치위생학과,202302,2021,10,전필,구강방사선학,4.5,A+,1,1.0,1.0
47127,치위생학과,202302,2021,10,전필,치과보존학,4.5,A+,1,1.0,1.0
47128,치위생학과,202302,2021,20,전선,구강방사선학및실습,4.5,A+,1,1.0,1.0
47129,치위생학과,202302,2021,20,전선,소아치과학,4.5,A+,1,1.0,1.0
47130,치위생학과,202302,2021,20,전선,의사소통론,4.5,A+,1,1.0,1.0
47131,치위생학과,202302,2021,20,전선,치과임플란트학,4.5,A+,1,1.0,1.0
47132,치위생학과,202302,2021,20,전선,치위생학및실습2,4.5,A+,1,1.0,1.0
47133,치위생학과,202302,2021,20,전선,현장임상실습1,4.5,A+,1,1.0,1.0
47134,치위생학과,202302,2022,10,전선,구강보건통계학,4.5,A+,1,1.0,1.0
47135,치위생학과,202302,2022,10,전선,심화치위생학및실습1,4.5,A+,1,1.0,1.0
47136,치위생학과,202302,2022,10,전선,치과건강보험학1,4.5,A+,1,1.0,1.0
47137,치위생학과,202302,2022,10,전선,현장임상실습2,4.5,A+,1,1.0,1.0
47138,치위생학과,202302,2022,20,전선,보건의료법규,4.5,A+,1,1.0,1.0
47139,치위생학과,202302,2022,20,전선,심화치위생학및실습2,4.5,A+,1,1.0,1.0
47140,치위생학과,202302,2022,20,전선,임상전단계실습2,4.5,A+,1,1.0,1.0
47141,치위생학과,202302,2022,20,전선,치과건강보험학2,4.5,A+,1,1.0,1.0
47142,시각디자인전공,202302,2019,10,전선,관찰과표현1,3.5,B+,0,0.7143,0.3333
47143,시각디자인전공,202302,2019,10,전선,발상기법론,2.5,C+,0,0.4286,0.0
47144,시각디자인전공,202302,2019,10,전선,시각전달디자인론,2.5,C+,0,0.4286,0.0
47145,시각디자인전공,202302,2019,10,전선,평면조형,3.5,B+,0,0.7143,0.5
47146,시각디자인전공,202302,2019,10,전선,포토그래피,3.5,B+,0,0.7143,0.3333
47147,시각디자인전공,202302,2019,20,전선,관찰과표현2,3.5,B+,0,0.7143,0.0
47148,시각디자인전공,202302,2019,20,전선,디자인과글쓰기,4.0,A0,0,0.8571,0.8571
47149,시각디자인전공,202302,2019,20,전선,색채디자인,3.5,B+,0,0.7143,0.5
47150,시각디자인전공,202302,2019,20,전선,재료와그래픽모티베이션,3.5,B+,0,0.7143,0.0
47151,시각디자인전공,202302,2019,20,전선,컴퓨터그래픽스,3.5,B+,0,0.7143,0.3333
47152,시각디자인전공,202302,2020,10,전선,기초영상,3.5,B+,0,0.7143,0.0
47153,시각디자인전공,202302,2020,10,전선,북아트디자인,3.0,B0,0,0.5714,0.0
47154,시각디자인전공,202302,2020,10,전선,시각디자인1,3.5,B+,0,0.7143,0.6
47155,시각디자인전공,202302,2020,10,전선,타이포그래피1,3.0,B0,0,0.5714,0.5
47156,시각디자인전공,202302,2020,20,전선,디자인리서치&전략,3.5,B+,0,0.7143,0.5
47157,시각디자인전공,202302,2020,20,전선,디지털모델링,3.0,B0,0,0.5714,0.5
47158,시각디자인전공,202302,2020,20,전선,시각디자인2,3.5,B+,0,0.7143,0.6
47159,시각디자인전공,202302,2020,20,전필,모션그래픽스1,4.5,A+,0,1.0,1.0
47160,시각디자인전공,202302,2020,20,전필,타이포그래피2,3.0,B0,0,0.5714,0.4
47161,시각디자인전공,202302,2021,10,전선,모션그래픽스2,4.5,A+,0,1.0,1.0
47162,시각디자인전공,202302,2021,10,전선,캐릭터디자인&3D프린팅,4.0,A0,0,0.8571,0.0
47163,시각디자인전공,202302,2021,10,전선,커뮤니케이션디자인1,4.0,A0,0,0.8571,0.8
47164,시각디자인전공,202302,2021,10,전선,편집디자인1,2.5,C+,0,0.4286,0.0
47165,시각디자인전공,202302,2021,10,전필,브랜드패키지디자인1,3.0,B0,0,0.5714,0.5
47166,시각디자인전공,202302,2021,10,전필,인쇄광고디자인1,4.5,A+,0,1.0,1.0
47167,시각디자인전공,202302,2021,20,전선,브랜드패키지디자인2,3.5,B+,0,0.7143,0.3333
47168,시각디자인전공,202302,2021,20,전선,인포메이션디자인,3.5,B+,0,0.7143,0.5
47169,시각디자인전공,202302,2021,20,전선,편집디자인2,2.5,C+,0,0.4286,0.0
47170,시각디자인전공,202302,2021,20,전필,인쇄광고디자인2,3.5,B+,0,0.7143,0.5
47171,시각디자인전공,202302,2021,20,전필,커뮤니케이션디자인2,3.5,B+,0,0.7143,0.5
47172,시각디자인전공,202302,2022,10,전선,시각정보디자인1,3.0,B0,0,0.5714,0.5714
47173,시각디자인전공,202302,2022,10,전선,에디토리얼디자인1,3.5,B+,0,0.7143,0.7143
47174,시각디자인전공,202302,2022,10,전선,영상광고디자인1,3.5,B+,0,0.7143,0.6667
47175,시각디자인전공,202302,2022,10,전선,캡스톤디자인1,4.5,A+,0,1.0,1.0
47176,시각디자인전공,202302,2022,10,전선,프로젝트디자인1,3.5,B+,0,0.7143,0.5
47177,시각디자인전공,202302,2022,20,전선,시각정보디자인2,3.0,B0,0,0.5714,0.0
47178,시각디자인전공,202302,2022,20,전선,에디토리얼디자인2,3.5,B+,0,0.7143,0.5
47179,시각디자인전공,202302,2022,20,전선,영상광고디자인2,4.0,A0,0,0.8571,1.0
47180,시각디자인전공,202302,2022,20,전선,캡스톤디자인2,4.5,A+,0,1.0,1.0
47181,시각디자인전공,202302,2022,20,전선,프로젝트디자인2,3.5,B+,0,0.7143,0.5
47182,신문방송한국문화전공,202302,2019,10,전선,미디어커뮤니케이션의이해,3.5,B+,0,0.7143,0.6
47183,신문방송한국문화전공,202302,2019,20,전선,한국문화의이해,3.5,B+,0,0.7143,0.5
47184,신문방송한국문화전공,202302,2020,10,전선,포토저널리즘실습,3.5,B+,0,0.7143,0.6
47185,신문방송한국문화전공,202302,2020,10,전필,뉴미디어론,3.5,B+,0,0.7143,0.6
47186,신문방송한국문화전공,202302,2020,10,전필,매스커뮤니케이션론,3.5,B+,0,0.7143,0.6667
47187,신문방송한국문화전공,202302,2020,10,전필,우리말바로쓰기,4.5,A+,0,1.0,1.0
47188,신문방송한국문화전공,202302,2020,10,전필,저널리즘의이해,4.0,A0,0,0.8571,0.8571
47189,신문방송한국문화전공,202302,2020,10,전필,휴먼커뮤니케이션론,4.0,A0,0,0.8571,0.8
47190,신문방송한국문화전공,202302,2020,20,전선,미디어효과론,4.5,A+,0,1.0,1.0
47191,신문방송한국문화전공,202302,2020,20,전선,스피치커뮤니케이션,4.5,A+,0,1.0,1.0
47192,신문방송한국문화전공,202302,2020,20,전선,취재보도실습,4.5,A+,0,1.0,1.0
47193,신문방송한국문화전공,202302,2020,20,전선,한국문화콘텐츠론,4.5,A+,0,1.0,1.0
47194,신문방송한국문화전공,202302,2021,10,전선,기초모션디자인제작실습,4.0,A0,0,0.8571,0.6667
47195,신문방송한국문화전공,202302,2021,10,전선,미디어역사와문화,3.0,B0,0,0.5714,0.25
47196,신문방송한국문화전공,202302,2021,10,전선,영상콘텐츠제작실습,4.5,A+,0,1.0,1.0
47197,신문방송한국문화전공,202302,2021,10,전선,커뮤니케이션연구방법론,3.5,B+,0,0.7143,0.6
47198,신문방송한국문화전공,202302,2021,10,전선,토론과화법실습,4.5,A+,0,1.0,1.0
47199,신문방송한국문화전공,202302,2021,20,전선,문화간커뮤니케이션,3.5,B+,0,0.7143,0.5
47200,신문방송한국문화전공,202302,2021,20,전선,영상커뮤니케이션론,3.5,B+,0,0.7143,0.7143
47201,신문방송한국문화전공,202302,2021,20,전선,출판편집과글쓰기실습,3.5,B+,0,0.7143,0.5
47202,신문방송한국문화전공,202302,2021,20,전선,한국문화와영상예술,3.5,B+,0,0.7143,0.6
47203,신문방송한국문화전공,202302,2022,10,전선,미디어창작론,3.5,B+,0,0.7143,0.5
47204,신문방송한국문화전공,202302,2022,10,전선,커뮤니케이션과기호,4.5,A+,0,1.0,1.0
47205,회계학전공,202302,2019,10,전선,회계원리1,4.0,A0,1,0.8571,0.8
47206,회계학전공,202302,2019,20,전선,회계원리2,3.5,B+,1,0.7143,0.6
47207,회계학전공,202302,2020,10,전선,세법1,2.5,C+,1,0.4286,0.4286
47208,회계학전공,202302,2020,10,전선,원가회계,3.0,B0,1,0.5714,0.4
47209,회계학전공,202302,2020,10,전선,재무회계,3.5,B+,1,0.7143,0.6
47210,회계학전공,202302,2020,20,전선,세법2,2.5,C+,1,0.4286,0.2
47211,회계학전공,202302,2020,20,전선,전산회계운용,4.5,A+,1,1.0,1.0
47212,회계학전공,202302,2020,20,전선,중급회계1,4.0,A0,1,0.8571,0.75
47213,회계학전공,202302,2021,10,전선,관리회계,2.5,C+,1,0.4286,0.2
47214,회계학전공,202302,2021,10,전선,세무회계1,4.0,A0,1,0.8571,0.8333
47215,회계학전공,202302,2021,10,전선,중급회계2,3.5,B+,1,0.7143,0.5
47216,회계학전공,202302,2021,20,전선,중급회계연습,4.5,A+,1,1.0,1.0
47217,회계학전공,202302,2021,20,전선,회사법,3.0,B0,1,0.5714,0.4
47218,문헌정보학전공,202302,2019,10,전선,문헌정보학의이해,3.5,B+,0,0.7143,0.5
47219,문헌정보학전공,202302,2019,20,전선,정보학의이해,3.5,B+,0,0.7143,0.6
47220,문헌정보학전공,202302,2020,10,전필,도서관ㆍ정보센터경영론,3.5,B+,0,0.7143,0.5
47221,문헌정보학전공,202302,2020,10,전필,도서관데이터베이스론,4.5,A+,0,1.0,1.0
47222,문헌정보학전공,202302,2020,10,전필,자료분류론,3.5,B+,0,0.7143,0.7143
47223,문헌정보학전공,202302,2020,10,전필,정보서비스론,4.5,A+,0,1.0,1.0
47224,문헌정보학전공,202302,2020,20,전선,서지학개론,4.0,A0,0,0.8571,0.8
47225,문헌정보학전공,202302,2020,20,전선,장서개발론,4.5,A+,0,1.0,1.0
47226,문헌정보학전공,202302,2020,20,전선,정보처리연습,3.5,B+,0,0.7143,0.5
47227,문헌정보학전공,202302,2020,20,전필,자료목록론,3.5,B+,0,0.7143,0.6
47228,문헌정보학전공,202302,2021,10,전선,독서지도론,3.5,B+,0,0.7143,0.7143
47229,문헌정보학전공,202302,2021,10,전선,정보자원과콘텐츠조직연습,3.5,B+,0,0.7143,0.5
47230,문헌정보학전공,202302,2021,10,전선,주제별정보원,4.0,A0,0,0.8571,0.8
47231,문헌정보학전공,202302,2021,10,전선,학교ㆍ공공도서관경영론,4.5,A+,0,1.0,1.0
47232,문헌정보학전공,202302,2021,20,전선,메타데이터론,3.5,B+,0,0.7143,0.5
47233,문헌정보학전공,202302,2021,20,전선,문화콘텐츠연구,3.0,B0,0,0.5714,0.5
47234,문헌정보학전공,202302,2021,20,전선,학술정보센터경영론,3.5,B+,0,0.7143,0.6667
47235,문헌정보학전공,202302,2022,10,전선,도서관관련법과법률정보원,3.5,B+,0,0.7143,0.3333
47236,문헌정보학전공,202302,2022,10,전선,도서관교육실습1,4.5,A+,0,1.0,1.0
47237,문헌정보학전공,202302,2022,10,전선,정보검색론,3.0,B0,0,0.5714,0.5714
47238,문헌정보학전공,202302,2022,20,전선,도서관교육실습2,4.5,A+,0,1.0,1.0
47239,문헌정보학전공,202302,2022,20,전선,문헌정보학전문용어해설,4.0,A0,0,0.8571,0.6667
47240,문헌정보학전공,202302,2022,20,전선,정보서비스연습,3.5,B+,0,0.7143,0.3333
47241,연기전공,202302,2019,10,전선,연극놀이,3.5,B+,0,0.7143,0.3333
47242,연기전공,202302,2019,10,전선,연극의이해,4.5,A+,0,1.0,1.0
47243,연기전공,202302,2019,10,전선,움직임기초1,3.5,B+,0,0.7143,0.3333
47244,연기전공,202302,2019,10,전선,호흡&발성1,3.5,B+,0,0.7143,0.0
47245,연기전공,202302,2019,20,전선,기초연기,4.0,A0,0,0.8571,0.75
47246,연기전공,202302,2019,20,전선,움직임기초2,4.5,A+,0,1.0,1.0
47247,연기전공,202302,2019,20,전선,카메라연기,3.5,B+,0,0.7143,1.0
47248,연기전공,202302,2020,10,전선,스타니슬랍스키시스템,4.5,A+,0,1.0,1.0
47249,연기전공,202302,2020,10,전선,씬스터디1(연극),4.5,A+,0,1.0,1.0
47250,연기전공,202302,2020,10,전선,연기제작워크샵1,4.5,A+,0,1.0,1.0
47251,연기전공,202302,2020,10,전선,연출·제작워크샵1,4.5,A+,0,1.0,1.0
47252,연기전공,202302,2020,20,전선,신체표현2,4.5,A+,0,1.0,1.0
47253,연기전공,202302,2020,20,전선,씬스터디2(연극),4.5,A+,0,1.0,1.0
47254,연기전공,202302,2020,20,전선,연기제작워크샵2,4.5,A+,0,1.0,1.0
47255,연기전공,202302,2020,20,전선,연출·제작워크샵2,4.5,A+,0,1.0,1.0
47256,연기전공,202302,2020,20,전선,이미지표현과연기술,4.0,A0,0,0.8571,0.5
47257,연기전공,202302,2021,10,전선,뮤지컬가창,4.5,A+,0,1.0,1.0
47258,연기전공,202302,2021,10,전선,신체표현1,4.0,A0,0,0.8571,0.75
47259,연기전공,202302,2021,10,전선,씬스터디3(영화),4.5,A+,0,1.0,1.0
47260,연기전공,202302,2021,10,전선,연기제작워크샵3,4.5,A+,0,1.0,1.0
47261,연기전공,202302,2021,10,전선,연출·제작워크샵3,4.5,A+,0,1.0,1.0
47262,연기전공,202302,2021,20,전선,뮤지컬레파토리,4.0,A0,0,0.8571,0.5
47263,연기전공,202302,2021,20,전선,씬스터디4(영화),4.0,A0,0,0.8571,0.6667
47264,연기전공,202302,2021,20,전선,연기제작워크샵4,3.0,B0,0,0.5714,0.0
47265,연기전공,202302,2021,20,전선,연출·제작워크샵4,3.0,B0,0,0.5714,0.0
47266,연기전공,202302,2021,20,전선,캐릭터창조세미나,3.5,B+,0,0.7143,0.5
47267,연기전공,202302,2022,10,전선,교육연극,4.0,A0,0,0.8571,0.6667
47268,연기전공,202302,2022,10,전선,연기졸업작품워크샵1,4.5,A+,0,1.0,1.0
47269,연기전공,202302,2022,10,전선,오디션테크닉1,3.5,B+,0,0.7143,0.5
47270,연기전공,202302,2022,20,전선,오디션테크닉2,4.5,A+,0,1.0,1.0
47271,군사학과,202302,2019,10,전선,국방경제와방위산업,3.0,B0,1,0.5714,0.5
47272,군사학과,202302,2019,10,전선,무도1,4.5,A+,1,1.0,1.0
47273,군사학과,202302,2019,10,전선,병영체험1,4.5,A+,1,1.0,1.0
47274,군사학과,202302,2019,10,전필,군사학개론,3.5,B+,1,0.7143,0.6
47275,군사학과,202302,2019,10,전필,북한학,3.0,B0,1,0.5714,0.0
47276,군사학과,202302,2019,20,전선,무기체계론,3.5,B+,1,0.7143,0.3333
47277,군사학과,202302,2019,20,전선,무도2,4.5,A+,1,1.0,1.0
47278,군사학과,202302,2019,20,전선,병서강독,3.5,B+,1,0.7143,0.5
47279,군사학과,202302,2019,20,전선,전술학의이해,3.5,B+,1,0.7143,0.7143
47280,군사학과,202302,2019,20,전필,한국사및국가관,3.5,B+,1,0.7143,0.0
47281,군사학과,202302,2020,10,전선,국가안보론,3.0,B0,1,0.5714,0.5
47282,군사학과,202302,2020,10,전선,전자정보전,3.5,B+,1,0.7143,0.3333
47283,군사학과,202302,2020,10,전필,군대윤리,3.5,B+,1,0.7143,0.0
47284,군사학과,202302,2020,10,전필,한국전쟁사,4.5,A+,1,1.0,1.0
47285,군사학과,202302,2020,20,전선,군대교육학,4.0,A0,1,0.8571,0.5
47286,군사학과,202302,2020,20,전선,리더십(M),3.5,B+,1,0.7143,0.0
47287,군사학과,202302,2020,20,전선,전쟁론,3.5,B+,1,0.7143,0.0
47288,군사학과,202302,2020,20,전선,합동및연합작전,3.5,B+,1,0.7143,0.5
47289,군사학과,202302,2020,30,전선,산림치유를위한우울증극복연구(PBLIII),4.5,A+,1,1.0,1.0
47290,군사학과,202302,2021,10,전선,군사영어1,4.0,A0,1,0.8571,0.6667
47291,군사학과,202302,2021,10,전선,병영체험2,4.5,A+,1,1.0,1.0
47292,군사학과,202302,2021,20,전선,군사영어2,3.5,B+,1,0.7143,0.3333
47293,군사학과,202302,2022,10,전선,군사영어3,4.5,A+,1,1.0,1.0
47294,군사학과,202302,2022,10,전선,체력육성법2,4.5,A+,1,1.0,1.0
47295,군사학과,202302,2022,20,전선,군사영어4,4.5,A+,1,1.0,1.0
47296,군사학과,202302,2022,20,전필,지휘관리학2,4.5,A+,1,1.0,1.0
47297,문헌정보학전공,202302,2019,10,전선,문헌정보학의이해,3.5,B+,0,0.7143,0.5
47298,문헌정보학전공,202302,2019,20,전선,정보학의이해,2.5,C+,0,0.4286,0.2
47299,문헌정보학전공,202302,2020,10,전필,도서관ㆍ정보센터경영론,4.5,A+,0,1.0,1.0
47300,문헌정보학전공,202302,2020,10,전필,도서관데이터베이스론,3.0,B0,0,0.5714,0.4
47301,문헌정보학전공,202302,2020,10,전필,자료분류론,2.5,C+,0,0.4286,0.4286
47302,문헌정보학전공,202302,2020,10,전필,정보서비스론,4.5,A+,0,1.0,1.0
47303,문헌정보학전공,202302,2020,20,전선,서지학개론,4.0,A0,0,0.8571,0.8
47304,문헌정보학전공,202302,2020,20,전선,장서개발론,3.5,B+,0,0.7143,0.6
47305,문헌정보학전공,202302,2020,20,전선,정보처리연습,2.5,C+,0,0.4286,0.0
47306,문헌정보학전공,202302,2020,20,전필,자료목록론,2.0,C0,0,0.2857,0.0
47307,문헌정보학전공,202302,2021,10,전선,도서관자동화론,3.5,B+,0,0.7143,0.6667
