PID,DEPT,GRAYEAR,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
0,경영학과,202302,2014,10,전선,경영과컴퓨터,3.5,B+,0,0.7143,0.6
1,경영학과,202302,2014,10,전선,경영학원론,3.5,B+,0,0.7143,0.7143
2,경영학과,202302,2014,10,전선,경제학원론,2.5,C+,0,0.4286,0.3333
3,경영학과,202302,2014,20,전선,경영자료처리론,3.5,B+,0,0.7143,0.7143
4,경영학과,202302,2014,20,전선,조직행동론,3.5,B+,0,0.7143,0.6667
5,경영학과,202302,2014,20,전선,회계원리,3.5,B+,0,0.7143,0.7143
6,경영학과,202302,2015,10,전필,경영정보시스템,3.0,B0,0,0.5714,0.4
7,경영학과,202302,2015,10,전필,재무관리원론,4.0,A0,0,0.8571,0.8333
8,경영학과,202302,2015,20,전선,기업재무론,2.0,C0,0,0.2857,0.2857
9,경영학과,202302,2015,20,전선,마케팅전략,4.0,A0,0,0.8571,1.0
10,경영학과,202302,2015,20,전필,인적자원관리,2.5,C+,0,0.4286,0.0
11,경영학과,202302,2019,10,전선,경영의사결정론,2.5,C+,0,0.4286,0.0
12,경영학과,202302,2019,10,전선,리더십이론과실제,2.5,C+,0,0.4286,0.0
13,경영학과,202302,2019,10,전필,마케팅,3.5,B+,0,0.7143,0.6
14,경영학과,202302,2020,20,전선,경영분석,4.5,A+,0,1.0,1.0
15,경영학과,202302,2020,20,전선,경영시뮬레이션,4.0,A0,0,0.8571,0.75
16,경영학과,202302,2020,20,전선,디지털마케팅,4.5,A+,0,1.0,1.0
17,경영학과,202302,2020,20,전선,정보처리프로그래밍,4.0,A0,0,0.8571,1.0
18,경영학과,202302,2020,20,전필,생산관리,4.0,A0,0,0.8571,0.8333
19,경영학과,202302,2022,20,전선,벤처창업론,3.5,B+,0,0.7143,0.0
20,경영학과,202302,2022,20,전선,품질경영,2.5,C+,0,0.4286,0.0
21,회계학과,202302,2014,10,전선,생활속의회계정보,2.5,C+,1,0.4286,0.4286
22,회계학과,202302,2014,10,전선,회계원리,4.0,A0,1,0.8571,0.8333
23,회계학과,202302,2014,10,전선,회계의계량적기초,4.0,A0,1,0.8571,0.8
24,회계학과,202302,2014,20,전선,경제학원론,3.0,B0,1,0.5714,0.5
25,회계학과,202302,2014,20,전선,생활과세법,2.5,C+,1,0.4286,0.4286
26,회계학과,202302,2014,20,전선,재무회계,3.0,B0,1,0.5714,0.4
27,회계학과,202302,2015,10,전선,경영학원론,3.5,B+,1,0.7143,0.8
28,회계학과,202302,2015,10,전선,전산회계실무,2.0,C0,1,0.2857,0.0
29,회계학과,202302,2015,10,전필,원가회계,3.5,B+,1,0.7143,0.8
30,회계학과,202302,2015,10,전필,중급회계1,3.0,B0,1,0.5714,0.5714
31,회계학과,202302,2015,20,전필,관리회계,2.5,C+,1,0.4286,0.0
32,회계학과,202302,2015,20,전필,중급회계2,2.5,C+,1,0.4286,0.2
33,회계학과,202302,2021,10,전선,세무회계1,4.0,A0,1,0.8571,0.8
34,회계학과,202302,2021,20,전선,고급관리회계,2.0,C0,1,0.2857,0.0
35,회계학과,202302,2021,20,전선,세무회계2,2.5,C+,1,0.4286,0.0
36,회계학과,202302,2022,20,전선,세법2,3.5,B+,1,0.7143,0.8333
37,회계학과,202302,2022,20,전선,원가회계연습,2.5,C+,1,0.4286,0.0
38,회계학과,202302,2022,20,전선,전산회계운용,2.5,C+,1,0.4286,0.4286
39,회계학과,202302,2022,20,전선,회계사례연구,3.0,B0,1,0.5714,0.25
40,회계학과,202302,2022,20,전선,회계이론,2.5,C+,1,0.4286,0.2
41,회계학과,202302,2022,20,전선,회계학세미나,3.0,B0,1,0.5714,0.4
42,회계학과,202302,2014,10,전선,회계의계량적기초,2.5,C+,1,0.4286,0.2
43,회계학과,202302,2014,20,전선,경제학원론,2.0,C0,1,0.2857,0.0
44,회계학과,202302,2014,20,전선,생활과세법,2.5,C+,1,0.4286,0.4286
45,회계학과,202302,2014,20,전선,재무회계,2.5,C+,1,0.4286,0.2
46,회계학과,202302,2017,10,전선,전산회계실무,3.0,B0,1,0.5714,0.4
47,회계학과,202302,2017,10,전선,회계원리,3.5,B+,1,0.7143,0.6667
48,회계학과,202302,2017,10,전필,원가회계,3.0,B0,1,0.5714,0.6
49,회계학과,202302,2017,10,전필,중급회계1,3.0,B0,1,0.5714,0.5714
50,회계학과,202302,2017,20,전선,마케팅,2.5,C+,1,0.4286,0.3333
51,회계학과,202302,2017,20,전선,세법1,3.5,B+,1,0.7143,0.7143
52,회계학과,202302,2017,20,전필,관리회계,3.5,B+,1,0.7143,0.5
53,회계학과,202302,2018,10,전선,고급회계,2.5,C+,1,0.4286,0.0
54,회계학과,202302,2018,10,전선,생산관리,3.5,B+,1,0.7143,1.0
55,회계학과,202302,2018,10,전선,세법2,2.5,C+,1,0.4286,0.5
56,회계학과,202302,2018,10,전선,재무관리,2.5,C+,1,0.4286,0.0
57,회계학과,202302,2018,20,전선,인사조직론,2.5,C+,1,0.4286,0.0
58,회계학과,202302,2018,20,전선,통계학,2.5,C+,1,0.4286,0.0
59,회계학과,202302,2018,20,전필,세무회계,2.5,C+,1,0.4286,0.0
60,회계학과,202302,2018,20,전필,중급회계2,2.0,C0,1,0.2857,0.0
61,회계학과,202302,2020,10,전선,비영리회계,3.5,B+,1,0.7143,0.3333
62,회계학과,202302,2020,10,전선,세무회계1,2.5,C+,1,0.4286,0.2
63,회계학과,202302,2020,10,전선,전산세무회계,4.0,A0,1,0.8571,0.75
64,회계학과,202302,2020,10,전선,회계사례연구,4.5,A+,1,1.0,1.0
65,회계학과,202302,2020,10,전선,회계학연습,3.5,B+,1,0.7143,0.5
66,회계학과,202302,2022,20,전선,고급회계연습,3.5,B+,1,0.7143,0.0
67,회계학과,202302,2022,20,전선,세무회계2,2.5,C+,1,0.4286,0.0
68,회계학과,202302,2022,20,전선,중급회계연습,2.5,C+,1,0.4286,0.0
69,회계학과,202302,2022,20,전선,회계원리2,4.5,A+,1,1.0,1.0
70,회계학과,202208,2014,10,전선,회계원리,3.0,B0,1,0.5714,0.5
71,회계학과,202208,2014,10,전선,회계의계량적기초,3.5,B+,1,0.7143,0.6
72,회계학과,202208,2014,20,전선,경제학원론,2.5,C+,1,0.4286,0.25
73,회계학과,202208,2014,20,전선,생활과세법,2.0,C0,1,0.2857,0.2857
74,회계학과,202208,2018,10,전필,원가회계,2.5,C+,1,0.4286,0.4
75,회계학과,202208,2018,10,전필,중급회계1,3.5,B+,1,0.7143,0.7143
76,회계학과,202208,2018,20,전선,세법1,2.5,C+,1,0.4286,0.4286
77,회계학과,202208,2018,20,전선,통계학,3.5,B+,1,0.7143,0.5
78,회계학과,202208,2018,20,전필,관리회계,4.0,A0,1,0.8571,0.75
79,회계학과,202208,2018,20,전필,중급회계2,3.5,B+,1,0.7143,0.6
80,회계학과,202208,2019,10,전선,고급회계,2.5,C+,1,0.4286,0.0
81,회계학과,202208,2019,10,전선,생산관리,3.5,B+,1,0.7143,1.0
82,회계학과,202208,2019,10,전선,세법2,4.0,A0,1,0.8571,1.0
83,회계학과,202208,2019,10,전선,재무관리,3.5,B+,1,0.7143,0.5
84,회계학과,202208,2019,10,전선,재무회계,2.5,C+,1,0.4286,0.2
85,회계학과,202208,2019,10,전선,회사법,4.5,A+,1,1.0,1.0
86,회계학과,202208,2019,20,전선,인사조직론,3.5,B+,1,0.7143,0.5
87,회계학과,202208,2019,20,전선,재무제표분석,3.5,B+,1,0.7143,0.5
88,회계학과,202208,2019,20,전선,전산세무회계,3.5,B+,1,0.7143,0.5
89,회계학과,202208,2019,20,전필,세무회계,3.5,B+,1,0.7143,0.5
90,회계학과,202208,2021,20,전선,회계사례연구,4.5,A+,1,1.0,1.0
91,회계학과,202208,2021,20,전선,회계이론,2.5,C+,1,0.4286,0.2
92,회계학과,202208,2022,10,전선,비영리회계,3.5,B+,1,0.7143,0.3333
93,회계학과,202208,2022,10,전선,전산회계실무,3.5,B+,1,0.7143,0.6
94,회계학과,202208,2022,10,전선,회계학연습,4.5,A+,1,1.0,1.0
95,무역학과,202208,2014,10,전선,경제ㆍ무역의이해,1.5,D+,0,0.1429,1.0
96,무역학과,202208,2014,10,전선,문화로풀어보는무역,2.0,C0,0,0.2857,0.0
97,무역학과,202208,2014,20,전선,무역창업과진로,1.5,D+,0,0.1429,0.0
98,무역학과,202208,2014,20,전선,무역학원론,1.5,D+,0,0.1429,0.0
99,무역학과,202208,2017,10,전선,글로벌기업론,2.0,C0,0,0.2857,0.1667
100,무역학과,202208,2017,10,전필,국제상무론,2.0,C0,0,0.2857,0.1667
101,무역학과,202208,2017,10,전필,무역상품론,2.0,C0,0,0.2857,0.1667
102,무역학과,202208,2017,20,전선,무역마케팅,2.0,C0,0,0.2857,0.2857
103,무역학과,202208,2017,20,전선,전자무역,2.5,C+,0,0.4286,0.4286
104,무역학과,202208,2017,20,전필,무역영어,2.5,C+,0,0.4286,0.4286
105,무역학과,202208,2018,10,전선,무역계약론,2.5,C+,0,0.4286,0.3333
106,무역학과,202208,2018,10,전선,무역영어회화,2.5,C+,0,0.4286,0.2
107,무역학과,202208,2018,10,전필,국제무역론,3.0,B0,0,0.5714,0.5
108,무역학과,202208,2018,10,전필,국제물류론,1.5,D+,0,0.1429,0.0
109,무역학과,202208,2018,20,전선,FTA와경제통합,2.5,C+,0,0.4286,0.2
110,무역학과,202208,2018,20,전선,관세론,2.5,C+,0,0.4286,0.0
111,무역학과,202208,2018,20,전선,국제금융론,2.5,C+,0,0.4286,0.2
112,무역학과,202208,2018,20,전선,국제운송론,2.0,C0,0,0.2857,0.0
113,무역학과,202208,2018,20,전선,무역정책,2.5,C+,0,0.4286,0.0
114,무역학과,202208,2019,10,전선,시사경제ㆍ무역,3.0,B0,0,0.5714,0.0
115,무역학과,202208,2019,20,전선,경제ㆍ무역원어사례연구,3.5,B+,0,0.7143,0.0
116,관광경영학과,202302,2014,10,전선,국제관광외국어회화1,4.5,A+,1,1.0,1.0
117,관광경영학과,202302,2014,10,전필,관광경영론,3.0,B0,1,0.5714,0.5
118,관광경영학과,202302,2014,10,전필,자원과관광,4.5,A+,1,1.0,1.0
119,관광경영학과,202302,2014,20,전선,국제관광외국어회화2,4.5,A+,1,1.0,1.0
120,관광경영학과,202302,2014,20,전선,역사문화관광,4.0,A0,1,0.8571,1.0
121,관광경영학과,202302,2014,20,전필,관광법규,3.5,B+,1,0.7143,0.6
122,관광경영학과,202302,2015,10,전선,여행사경영,2.5,C+,1,0.4286,0.3333
123,관광경영학과,202302,2015,10,전선,축제ㆍ이벤트관광,2.5,C+,1,0.4286,0.2
124,관광경영학과,202302,2015,10,전필,관광개발론,3.0,B0,1,0.5714,0.4
125,관광경영학과,202302,2015,10,전필,관광마케팅,3.5,B+,1,0.7143,0.6667
126,관광경영학과,202302,2015,20,전선,국제호텔경영,4.5,A+,1,1.0,1.0
127,관광경영학과,202302,2015,20,전선,특별관심관광,3.5,B+,1,0.7143,1.0
128,관광경영학과,202302,2015,20,전선,항공사경영론,2.0,C0,1,0.2857,0.0
129,관광경영학과,202302,2018,10,전선,관광홍보전략,4.5,A+,1,1.0,1.0
130,관광경영학과,202302,2018,10,전선,문화관광콘텐츠기획,3.0,B0,1,0.5714,1.0
131,관광경영학과,202302,2018,10,전선,항공서비스실무,3.5,B+,1,0.7143,0.75
132,관광경영학과,202302,2019,10,전선,관광취업멘토링,3.5,B+,1,0.7143,0.0
133,관광경영학과,202302,2019,10,전선,관광취업외국어전략,3.5,B+,1,0.7143,1.0
134,관광경영학과,202302,2020,20,전선,관광기업취업코칭,3.5,B+,1,0.7143,1.0
135,관광경영학과,202302,2020,20,전선,관광프로젝트실무,4.5,A+,1,1.0,1.0
136,관광경영학과,202302,2021,10,전선,항공관광취업면접전략,4.0,A0,1,0.8571,0.6667
137,관광경영학과,202208,2014,10,전선,국제관광외국어회화1,4.5,A+,0,1.0,1.0
138,관광경영학과,202208,2014,10,전필,관광경영론,2.5,C+,0,0.4286,0.3333
139,관광경영학과,202208,2014,10,전필,자원과관광,3.5,B+,0,0.7143,0.6
140,관광경영학과,202208,2014,20,전선,국제관광외국어회화2,4.0,A0,0,0.8571,0.8
141,관광경영학과,202208,2014,20,전필,관광법규,2.5,C+,0,0.4286,0.2
142,관광경영학과,202208,2015,10,전선,축제ㆍ이벤트관광,2.5,C+,0,0.4286,0.2
143,관광경영학과,202208,2015,10,전필,관광개발론,2.0,C0,0,0.2857,0.0
144,관광경영학과,202208,2015,10,전필,관광마케팅,2.0,C0,0,0.2857,0.1667
145,관광경영학과,202208,2018,20,전선,관광기업마케팅전략,2.5,C+,0,0.4286,0.3333
146,관광경영학과,202208,2018,20,전선,국제호텔경영,2.5,C+,0,0.4286,0.0
147,관광경영학과,202208,2018,20,전선,리조트계획,2.5,C+,0,0.4286,0.2
148,관광경영학과,202208,2018,20,전선,특별관심관광,2.5,C+,0,0.4286,0.3333
149,관광경영학과,202208,2018,20,전선,항공사경영론,2.5,C+,0,0.4286,0.2
150,관광경영학과,202208,2019,10,전선,관광지개발과관리,2.5,C+,0,0.4286,0.0
151,관광경영학과,202208,2019,10,전선,관광홍보전략,3.5,B+,0,0.7143,0.0
152,관광경영학과,202208,2019,10,전선,항공서비스실무,2.0,C0,0,0.2857,0.0
153,관광경영학과,202208,2019,20,전선,MICE산업경영,2.5,C+,0,0.4286,0.0
154,관광경영학과,202208,2019,20,전선,농촌지역관광실무,2.5,C+,0,0.4286,0.0
155,관광경영학과,202208,2019,20,전선,레저ㆍ스포츠관광경영,2.5,C+,0,0.4286,0.0
156,관광경영학과,202208,2019,20,전선,서비스매니지먼트,2.5,C+,0,0.4286,0.2
157,관광경영학과,202208,2019,40,전선,지역관광문화콘텐츠활용계획(PBLⅢ),4.5,A+,0,1.0,1.0
158,역사문화학과,202302,2014,10,전선,역사로의초대,4.0,A0,0,0.8571,0.8
159,역사문화학과,202302,2014,10,전필,한국사입문,3.5,B+,0,0.7143,0.6667
160,역사문화학과,202302,2019,20,전선,광고와PR의이해,2.0,C0,0,0.2857,0.0
161,역사문화학과,202302,2020,10,전선,고고학개설,4.0,A0,0,0.8571,0.75
162,역사문화학과,202302,2020,10,전선,한일관계사의이해,4.5,A+,0,1.0,1.0
163,역사문화학과,202302,2020,10,전필,역사학개론,4.5,A+,0,1.0,1.0
164,역사문화학과,202302,2020,20,전선,일본국가와문화의형성,4.5,A+,0,1.0,1.0
165,역사문화학과,202302,2020,20,전선,테마서양문화사,3.5,B+,0,0.7143,0.0
166,역사문화학과,202302,2020,20,전필,고려시대사회와사상,4.5,A+,0,1.0,1.0
167,역사문화학과,202302,2021,10,전선,상상력과문화원형,4.5,A+,0,1.0,1.0
168,역사문화학과,202302,2021,10,전선,세계문화탐방,4.0,A0,0,0.8571,0.8
169,역사문화학과,202302,2021,10,전선,역사및문화콘텐츠의이해,4.5,A+,0,1.0,1.0
170,역사문화학과,202302,2021,10,전선,조선의사회와문화,4.0,A0,0,0.8571,0.5
171,역사문화학과,202302,2021,10,전선,한국역사와문화의이해,4.5,A+,0,1.0,1.0
172,역사문화학과,202302,2021,10,전필,중세중국의확대와한중관계,4.5,A+,0,1.0,1.0
173,역사문화학과,202302,2021,20,전선,근세중국의성립과한중관계,4.5,A+,0,1.0,1.0
174,역사문화학과,202302,2021,20,전선,박물관과문화유산,4.0,A0,0,0.8571,0.8
175,역사문화학과,202302,2021,20,전선,한국문화재의이해,4.5,A+,0,1.0,1.0
176,역사문화학과,202302,2021,20,전선,한국최근세사,4.5,A+,0,1.0,1.0
177,역사문화학과,202302,2022,10,전선,근대일본의성립과전개,4.5,A+,0,1.0,1.0
178,역사문화학과,202302,2022,10,전선,한국현대사,4.5,A+,0,1.0,1.0
179,역사문화학과,202302,2022,20,전선,영상자료로보는중국근현대사,4.5,A+,0,1.0,1.0
180,무역학과,202208,2015,10,전선,글로벌기업론,1.5,D+,1,0.1429,0.0
181,무역학과,202208,2015,10,전선,한국무역론,2.5,C+,1,0.4286,0.4286
182,무역학과,202208,2015,10,전필,국제상무론,1.5,D+,1,0.1429,0.0
183,무역학과,202208,2015,10,전필,무역상품론,2.0,C0,1,0.2857,0.1667
184,무역학과,202208,2015,20,전선,무역마케팅,2.0,C0,1,0.2857,0.2857
185,무역학과,202208,2015,20,전필,무역영어,2.0,C0,1,0.2857,0.2857
186,무역학과,202208,2020,10,전선,무역·경제의이해,4.0,A0,1,0.8571,0.8
187,무역학과,202208,2020,10,전선,무역계약론,4.5,A+,1,1.0,1.0
188,무역학과,202208,2020,10,전필,국제무역론,4.5,A+,1,1.0,1.0
189,무역학과,202208,2020,10,전필,국제물류론,4.5,A+,1,1.0,1.0
190,무역학과,202208,2020,20,전선,관세론,4.5,A+,1,1.0,1.0
191,무역학과,202208,2020,20,전선,국제금융론,4.5,A+,1,1.0,1.0
192,무역학과,202208,2020,20,전선,국제운송론,4.5,A+,1,1.0,1.0
193,무역학과,202208,2020,20,전선,무역정책,4.5,A+,1,1.0,1.0
194,무역학과,202208,2021,10,전선,FTA활용연계실습,4.5,A+,1,1.0,1.0
195,무역학과,202208,2021,10,전선,GTEP지역특화과정,4.5,A+,1,1.0,1.0
196,무역학과,202208,2021,10,전선,국제통상론,4.0,A0,1,0.8571,1.0
197,무역학과,202208,2021,10,전선,문화로풀어보는무역,4.0,A0,1,0.8571,0.8
198,무역학과,202208,2021,10,전선,시사경제ㆍ무역,4.5,A+,1,1.0,1.0
199,무역학과,202208,2021,20,전선,FTA활용실습세미나,4.5,A+,1,1.0,1.0
200,무역학과,202208,2021,20,전선,GTEP무역현장마케팅실습1,4.5,A+,1,1.0,1.0
201,무역학과,202208,2021,20,전선,무역과법규,3.5,B+,1,0.7143,0.5
202,무역학과,202208,2021,30,전선,현장실습,4.5,A+,1,1.0,1.0
203,인공지능소프트웨어전공,202302,2015,10,전선,이산수학,2.5,C+,0,0.4286,1.0
204,인공지능소프트웨어전공,202302,2015,10,전선,컴퓨터프로그래밍,2.5,C+,0,0.4286,1.0
205,인공지능소프트웨어전공,202302,2015,10,전선,프로그래밍설계,2.5,C+,0,0.4286,1.0
206,인공지능소프트웨어전공,202302,2017,20,전선,C프로그래밍2,4.5,A+,0,1.0,1.0
207,인공지능소프트웨어전공,202302,2017,20,전선,데이터통신,2.5,C+,0,0.4286,0.2
208,인공지능소프트웨어전공,202302,2017,20,전선,비주얼프로그래밍,3.5,B+,0,0.7143,0.5
209,인공지능소프트웨어전공,202302,2017,20,전선,운영체제,3.5,B+,0,0.7143,0.6
210,인공지능소프트웨어전공,202302,2020,10,전선,C프로그래밍1,4.5,A+,0,1.0,1.0
211,인공지능소프트웨어전공,202302,2020,10,전선,JSP기초,4.5,A+,0,1.0,1.0
212,인공지능소프트웨어전공,202302,2020,10,전선,데이터베이스,3.0,B0,0,0.5714,0.25
213,인공지능소프트웨어전공,202302,2020,10,전선,시스템분석및설계,3.5,B+,0,0.7143,0.0
214,인공지능소프트웨어전공,202302,2020,10,전선,웹프로그래밍,4.5,A+,0,1.0,1.0
215,인공지능소프트웨어전공,202302,2020,10,전선,컴퓨터네트워크,4.0,A0,0,0.8571,1.0
216,인공지능소프트웨어전공,202302,2020,20,전선,JSP응용설계,4.5,A+,0,1.0,1.0
217,인공지능소프트웨어전공,202302,2020,20,전선,데이터베이스응용,3.0,B0,0,0.5714,0.25
218,인공지능소프트웨어전공,202302,2020,20,전선,융합소프트웨어설계및구현,4.0,A0,0,0.8571,0.75
219,인공지능소프트웨어전공,202302,2020,20,전선,인공지능알고리즘및응용,4.5,A+,0,1.0,1.0
220,인공지능소프트웨어전공,202302,2020,20,전선,임베디드프로그래밍,2.5,C+,0,0.4286,0.0
221,인공지능소프트웨어전공,202302,2021,10,전선,UI/UX디자인,4.0,A0,0,0.8571,0.5
222,인공지능소프트웨어전공,202302,2021,10,전선,데이터베이스모델링,2.5,C+,0,0.4286,0.0
223,인공지능소프트웨어전공,202302,2021,10,전선,소프트웨어프로젝트1,3.5,B+,0,0.7143,0.0
224,인공지능소프트웨어전공,202302,2021,10,전선,인공지능캡스톤디자인,4.0,A0,0,0.8571,0.75
225,건축학과,202302,2014,10,전필,건축설계디자인1,2.0,C0,1,0.2857,0.0
226,건축학과,202302,2014,20,전필,건축설계디자인2,2.5,C+,1,0.4286,0.0
227,건축학과,202302,2018,10,전선,건축CAD설계,4.5,A+,1,1.0,1.0
228,건축학과,202302,2018,10,전필,건축구조역학,2.0,C0,1,0.2857,0.2857
229,건축학과,202302,2018,10,전필,건축설계스튜디오1,3.0,B0,1,0.5714,0.5714
230,건축학과,202302,2018,10,전필,서양건축사,2.0,C0,1,0.2857,0.0
231,건축학과,202302,2018,10,전필,인간행태와심리,2.5,C+,1,0.4286,0.2
232,건축학과,202302,2018,20,전선,건축멀티미디어,3.0,B0,1,0.5714,0.4
233,건축학과,202302,2018,20,전필,건축계획,2.5,C+,1,0.4286,0.2
234,건축학과,202302,2018,20,전필,건축구조계획,2.5,C+,1,0.4286,0.2
235,건축학과,202302,2018,20,전필,건축설계스튜디오2,3.5,B+,1,0.7143,0.5
236,건축학과,202302,2018,20,전필,한국건축사,2.5,C+,1,0.4286,0.3333
237,건축학과,202302,2019,10,전선,청주거주환경과문화,3.5,B+,1,0.7143,0.5
238,건축학과,202302,2019,10,전선,현대건축가와비평,2.5,C+,1,0.4286,0.0
239,건축학과,202302,2019,10,전필,건축법과제도,3.5,B+,1,0.7143,0.6
240,건축학과,202302,2019,10,전필,건축설계스튜디오3,2.5,C+,1,0.4286,0.2
241,건축학과,202302,2019,10,전필,건축시공기술,2.0,C0,1,0.2857,0.2857
242,건축학과,202302,2019,10,전필,단지설계의이해,3.5,B+,1,0.7143,0.3333
243,건축학과,202302,2019,20,전선,비정형구조디자인,3.5,B+,1,0.7143,0.5
244,건축학과,202302,2019,20,전필,건축설계스튜디오4,3.5,B+,1,0.7143,0.5
245,건축학과,202302,2019,20,전필,건축설비계획,4.0,A0,1,0.8571,0.8
246,건축학과,202302,2019,20,전필,건축의장연습,3.5,B+,1,0.7143,0.6
247,건축학과,202302,2019,20,전필,근현대건축론,2.5,C+,1,0.4286,0.2
248,건축학과,202302,2020,10,전필,건축설계스튜디오5,3.5,B+,1,0.7143,0.5
249,건축학과,202302,2020,10,전필,도시공간설계,3.0,B0,1,0.5714,0.4
250,건축학과,202302,2020,10,전필,디지털디자인과제작,3.5,B+,1,0.7143,0.75
251,건축학과,202302,2020,10,전필,친환경건축론,2.5,C+,1,0.4286,0.2
252,건축학과,202302,2020,20,전선,도시경관과제도,3.5,B+,1,0.7143,0.6
253,건축학과,202302,2020,20,전필,건축공간론,3.5,B+,1,0.7143,0.6
254,건축학과,202302,2020,20,전필,건축설계스튜디오6,3.0,B0,1,0.5714,0.0
255,건축학과,202302,2020,20,전필,건축재료계획과디자인,3.5,B+,1,0.7143,0.0
256,건축학과,202302,2020,20,전필,빌딩시스템테크놀러지,3.5,B+,1,0.7143,0.6
257,건축학과,202302,2022,10,전선,건축예산관리,2.5,C+,1,0.4286,0.0
258,건축학과,202302,2022,10,전필,건축설계스튜디오7,3.5,B+,1,0.7143,0.5
259,건축학과,202302,2022,10,전필,건축실무경영과사회,3.0,B0,1,0.5714,0.4
260,건축학과,202302,2022,10,전필,지구단위계획,2.0,C0,1,0.2857,0.2857
261,건축학과,202302,2022,20,전필,건축설계스튜디오8,3.0,B0,1,0.5714,0.4
262,건축학과,202302,2014,10,전필,건축설계디자인1,4.0,A0,1,0.8571,1.0
263,건축학과,202302,2014,20,전필,건축설계디자인2,4.5,A+,1,1.0,1.0
264,건축학과,202302,2019,10,전선,건축CAD설계,4.5,A+,1,1.0,1.0
265,건축학과,202302,2019,10,전필,건축구조역학,3.0,B0,1,0.5714,0.5714
266,건축학과,202302,2019,10,전필,건축설계스튜디오1,3.5,B+,1,0.7143,0.7143
267,건축학과,202302,2019,10,전필,서양건축사,4.5,A+,1,1.0,1.0
268,건축학과,202302,2019,10,전필,인간행태와심리,4.0,A0,1,0.8571,0.8
269,건축학과,202302,2019,20,전선,건축멀티미디어,4.5,A+,1,1.0,1.0
270,건축학과,202302,2019,20,전선,대지분석과계획,3.5,B+,1,0.7143,0.5
271,건축학과,202302,2019,20,전필,건축계획,4.0,A0,1,0.8571,0.8
272,건축학과,202302,2019,20,전필,건축구조계획,4.0,A0,1,0.8571,0.8
273,건축학과,202302,2019,20,전필,건축설계스튜디오2,4.5,A+,1,1.0,1.0
274,건축학과,202302,2019,20,전필,한국건축사,4.0,A0,1,0.8571,0.8333
275,건축학과,202302,2020,10,전선,실내환경디자인,3.5,B+,1,0.7143,0.5
276,건축학과,202302,2020,10,전선,청주거주환경과문화,4.5,A+,1,1.0,1.0
277,건축학과,202302,2020,10,전필,건축법과제도,3.0,B0,1,0.5714,0.4
278,건축학과,202302,2020,10,전필,건축설계스튜디오3,4.0,A0,1,0.8571,0.8
279,건축학과,202302,2020,10,전필,건축시공기술,4.0,A0,1,0.8571,0.8571
280,건축학과,202302,2020,10,전필,단지설계의이해,3.5,B+,1,0.7143,0.3333
281,건축학과,202302,2020,20,전선,비정형구조디자인,4.5,A+,1,1.0,1.0
282,건축학과,202302,2020,20,전필,건축설계스튜디오4,4.0,A0,1,0.8571,0.75
283,건축학과,202302,2020,20,전필,건축설비계획,4.0,A0,1,0.8571,0.8
284,건축학과,202302,2020,20,전필,건축의장연습,4.5,A+,1,1.0,1.0
285,건축학과,202302,2020,20,전필,근현대건축론,4.5,A+,1,1.0,1.0
286,건축학과,202302,2021,10,전선,건축물보전과리모델링,4.5,A+,1,1.0,1.0
287,건축학과,202302,2021,10,전필,건축설계스튜디오5,4.5,A+,1,1.0,1.0
288,건축학과,202302,2021,10,전필,도시공간설계,3.5,B+,1,0.7143,0.6
289,건축학과,202302,2021,10,전필,디지털디자인과제작,4.0,A0,1,0.8571,1.0
290,건축학과,202302,2021,10,전필,친환경건축론,4.0,A0,1,0.8571,0.8
291,건축학과,202302,2021,20,전선,도시경관과제도,4.5,A+,1,1.0,1.0
292,건축학과,202302,2021,20,전필,건축공간론,3.5,B+,1,0.7143,0.6
293,건축학과,202302,2021,20,전필,건축설계스튜디오6,4.0,A0,1,0.8571,0.6667
294,건축학과,202302,2021,20,전필,건축재료계획과디자인,4.5,A+,1,1.0,1.0
295,건축학과,202302,2021,20,전필,빌딩시스템테크놀러지,3.5,B+,1,0.7143,0.6
296,건축학과,202302,2022,10,전선,건축예산관리,4.5,A+,1,1.0,1.0
297,건축학과,202302,2022,10,전필,건축설계스튜디오7,3.5,B+,1,0.7143,0.5
298,건축학과,202302,2022,10,전필,건축실무경영과사회,4.5,A+,1,1.0,1.0
299,건축학과,202302,2022,10,전필,지구단위계획,4.5,A+,1,1.0,1.0
300,건축학과,202302,2022,20,전필,건축설계스튜디오8,3.5,B+,1,0.7143,0.6
301,건축학과,202302,2014,10,전필,건축설계디자인1,2.5,C+,1,0.4286,0.25
302,건축학과,202302,2014,20,전필,건축설계디자인2,2.5,C+,1,0.4286,0.0
303,건축학과,202302,2019,10,전선,건축CAD설계,3.5,B+,1,0.7143,0.5
304,건축학과,202302,2019,10,전필,건축구조역학,1.0,D0,1,0.0,0.0
305,건축학과,202302,2019,10,전필,건축설계스튜디오1,1.0,D0,1,0.0,0.0
306,건축학과,202302,2019,10,전필,서양건축사,3.5,B+,1,0.7143,0.6
307,건축학과,202302,2019,10,전필,인간행태와심리,2.5,C+,1,0.4286,0.2
308,건축학과,202302,2019,20,전선,건축멀티미디어,3.0,B0,1,0.5714,0.4
309,건축학과,202302,2019,20,전선,대지분석과계획,3.5,B+,1,0.7143,0.5
