PID,DEPT,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
28644,컴퓨터공학과,2018,21,전공,C프로그래밍LAB,3.5,B+,1,0.7143,0.7143
28645,컴퓨터공학과,2018,21,전공,GUI설계기법,4.5,A+,1,1.0,1.0
28646,컴퓨터공학과,2018,21,전공,컴퓨터영어2,3.5,B+,1,0.7143,0.6
28647,컴퓨터공학과,2019,11,전공,JAVA프로그래밍,4.0,A0,1,0.8571,0.8333
28648,컴퓨터공학과,2019,11,전공,JAVA프로그래밍LAB,3.5,B+,1,0.7143,0.6667
28649,컴퓨터공학과,2019,11,전공,데이터구조LAB,3.5,B+,1,0.7143,0.7143
28650,컴퓨터공학과,2019,11,전공,디지털로직LAB,3.5,B+,1,0.7143,0.6
28651,컴퓨터공학과,2019,21,전공,웹프로그래밍,4.5,A+,1,1.0,1.0
28652,컴퓨터공학과,2021,11,전공,JAVA응용프로그래밍,3.5,B+,1,0.7143,0.6
28653,컴퓨터공학과,2021,11,전공,운영체제,4.0,A0,1,0.8571,0.8571
28654,컴퓨터공학과,2021,11,전공,프로그래밍언어론,4.0,A0,1,0.8571,0.8333
28655,컴퓨터공학과,2021,11,전공,화일처리,4.5,A+,1,1.0,1.0
28656,컴퓨터공학과,2021,21,전공,데이터베이스,3.5,B+,1,0.7143,0.5
28657,컴퓨터공학과,2021,21,전공,소프트웨어공학,3.5,B+,1,0.7143,0.5
28658,컴퓨터공학과,2021,21,전공,실무데이터베이스시스템,3.5,B+,1,0.7143,0.5
28659,컴퓨터공학과,2021,21,전공,인공지능,4.5,A+,1,1.0,1.0
28660,컴퓨터공학과,2021,21,전공,컴퓨터네트워크,2.5,C+,1,0.4286,0.3333
28661,컴퓨터공학과,2022,11,전공,딥러닝이해,4.5,A+,1,1.0,1.0
28662,컴퓨터공학과,2022,11,전공,빅데이터이해,2.5,C+,1,0.4286,0.2
28663,컴퓨터공학과,2022,11,전공,스마트폰응용프로그래밍,3.5,B+,1,0.7143,0.6
28664,컴퓨터공학과,2022,11,전공,알고리즘응용,3.5,B+,1,0.7143,0.0
28665,컴퓨터공학과,2022,21,전공,객체지향프로그래밍,3.5,B+,1,0.7143,0.6667
28666,컴퓨터공학과,2022,21,전공,객체지향프로그래밍LAB,4.5,A+,1,1.0,1.0
28667,컴퓨터공학과,2022,21,전공,컴퓨터게임,3.0,B0,1,0.5714,0.4
28668,컴퓨터공학과,2022,21,전공,컴퓨터비전,3.5,B+,1,0.7143,0.5
28669,컴퓨터공학과,2018,11,전공,컴퓨터영어1,4.5,A+,0,1.0,1.0
28670,컴퓨터공학과,2018,11,전공,컴퓨팅이해,4.0,A0,0,0.8571,0.8333
28671,컴퓨터공학과,2018,11,전공,프로그램기초Lab,3.5,B+,0,0.7143,0.6
28672,컴퓨터공학과,2018,21,전공,C프로그래밍LAB,3.5,B+,0,0.7143,0.7143
28673,컴퓨터공학과,2018,21,전공,GUI설계기법,3.5,B+,0,0.7143,0.6
28674,컴퓨터공학과,2018,21,전공,컴퓨터영어2,4.5,A+,0,1.0,1.0
28675,컴퓨터공학과,2019,11,전공,C프로그래밍연습,3.5,B+,0,0.7143,0.6667
28676,컴퓨터공학과,2019,11,전공,JAVA프로그래밍,4.0,A0,0,0.8571,0.8333
28677,컴퓨터공학과,2019,11,전공,JAVA프로그래밍LAB,3.5,B+,0,0.7143,0.6667
28678,컴퓨터공학과,2019,11,전공,데이터구조LAB,3.0,B0,0,0.5714,0.5714
28679,컴퓨터공학과,2019,21,전공,객체지향프로그래밍,4.5,A+,0,1.0,1.0
28680,컴퓨터공학과,2019,21,전공,객체지향프로그래밍LAB,4.5,A+,0,1.0,1.0
28681,컴퓨터공학과,2019,21,전공,기초전자회로,2.5,C+,0,0.4286,0.0
28682,컴퓨터공학과,2019,21,전공,웹프로그래밍,4.5,A+,0,1.0,1.0
28683,컴퓨터공학과,2020,11,전공,운영체제,4.5,A+,0,1.0,1.0
28684,컴퓨터공학과,2020,11,전공,윈도우즈프로그래밍,3.5,B+,0,0.7143,0.6
28685,컴퓨터공학과,2020,11,전공,화일처리,4.5,A+,0,1.0,1.0
28686,컴퓨터공학과,2020,21,전공,데이터베이스,4.5,A+,0,1.0,1.0
28687,컴퓨터공학과,2020,21,전공,마이크로프로세서,4.0,A0,0,0.8571,0.75
28688,컴퓨터공학과,2020,21,전공,소프트웨어공학,3.5,B+,0,0.7143,0.5
28689,컴퓨터공학과,2020,21,전공,실무데이터베이스시스템,4.5,A+,0,1.0,1.0
28690,컴퓨터공학과,2020,21,전공,인공지능,4.0,A0,0,0.8571,0.8
28691,컴퓨터공학과,2020,21,전공,컴퓨터네트워크,4.5,A+,0,1.0,1.0
28692,컴퓨터공학과,2021,11,전공,JAVA응용프로그래밍,4.5,A+,0,1.0,1.0
28693,컴퓨터공학과,2021,11,전공,빅데이터이해,4.5,A+,0,1.0,1.0
28694,컴퓨터공학과,2021,11,전공,스마트폰응용프로그래밍,4.5,A+,0,1.0,1.0
28695,컴퓨터공학과,2021,11,전공,알고리즘응용,4.5,A+,0,1.0,1.0
28696,컴퓨터공학과,2018,11,전공,컴퓨터영어1,4.5,A+,0,1.0,1.0
28697,컴퓨터공학과,2018,11,전공,컴퓨팅이해,3.5,B+,0,0.7143,0.6667
28698,컴퓨터공학과,2018,11,전공,프로그램기초Lab,3.5,B+,0,0.7143,0.6
28699,컴퓨터공학과,2018,21,전공,C프로그래밍LAB,4.5,A+,0,1.0,1.0
28700,컴퓨터공학과,2018,21,전공,GUI설계기법,4.5,A+,0,1.0,1.0
28701,컴퓨터공학과,2018,21,전공,컴퓨터영어2,4.0,A0,0,0.8571,0.8
28702,컴퓨터공학과,2019,11,전공,C프로그래밍연습,4.5,A+,0,1.0,1.0
28703,컴퓨터공학과,2019,11,전공,JAVA프로그래밍,4.5,A+,0,1.0,1.0
28704,컴퓨터공학과,2019,11,전공,JAVA프로그래밍LAB,4.5,A+,0,1.0,1.0
28705,컴퓨터공학과,2019,11,전공,데이터구조LAB,4.5,A+,0,1.0,1.0
28706,컴퓨터공학과,2019,11,전공,디지털로직LAB,4.5,A+,0,1.0,1.0
28707,컴퓨터공학과,2019,21,전공,객체지향프로그래밍,4.5,A+,0,1.0,1.0
28708,컴퓨터공학과,2019,21,전공,객체지향프로그래밍LAB,4.5,A+,0,1.0,1.0
28709,컴퓨터공학과,2019,21,전공,기초전자회로,3.5,B+,0,0.7143,0.5
28710,컴퓨터공학과,2019,21,전공,기초전자회로LAB,4.5,A+,0,1.0,1.0
28711,컴퓨터공학과,2020,11,전공,JAVA응용프로그래밍,4.0,A0,0,0.8571,0.8
28712,컴퓨터공학과,2020,11,전공,운영체제,4.0,A0,0,0.8571,0.8571
28713,컴퓨터공학과,2020,11,전공,윈도우즈프로그래밍,4.5,A+,0,1.0,1.0
28714,컴퓨터공학과,2020,11,전공,컴퓨터그래픽스,4.5,A+,0,1.0,1.0
28715,컴퓨터공학과,2020,11,전공,프로그래밍언어론,4.5,A+,0,1.0,1.0
28716,컴퓨터공학과,2020,21,전공,데이터베이스,4.5,A+,0,1.0,1.0
28717,컴퓨터공학과,2020,21,전공,마이크로프로세서,4.5,A+,0,1.0,1.0
28718,컴퓨터공학과,2020,21,전공,소프트웨어공학,4.5,A+,0,1.0,1.0
28719,컴퓨터공학과,2020,21,전공,인공지능,4.5,A+,0,1.0,1.0
28720,컴퓨터공학과,2020,21,전공,컴퓨터네트워크,4.0,A0,0,0.8571,0.8333
28721,컴퓨터공학과,2022,11,전공,빅데이터이해,3.5,B+,0,0.7143,0.6
28722,컴퓨터공학과,2022,11,전공,스마트폰응용프로그래밍,4.0,A0,0,0.8571,0.8
28723,컴퓨터공학과,2022,11,전공,알고리즘응용,4.5,A+,0,1.0,1.0
28724,컴퓨터공학과,2018,11,전공,컴퓨터영어1,2.5,C+,1,0.4286,0.2
28725,컴퓨터공학과,2018,11,전공,컴퓨팅이해,2.5,C+,1,0.4286,0.3333
28726,컴퓨터공학과,2018,11,전공,프로그램기초Lab,2.5,C+,1,0.4286,0.2
28727,컴퓨터공학과,2018,21,전공,C프로그래밍LAB,4.0,A0,1,0.8571,0.8571
28728,컴퓨터공학과,2018,21,전공,GUI설계기법,3.0,B0,1,0.5714,0.4
28729,컴퓨터공학과,2018,21,전공,컴퓨터영어2,3.5,B+,1,0.7143,0.6
28730,컴퓨터공학과,2019,11,전공,C프로그래밍연습,4.5,A+,1,1.0,1.0
28731,컴퓨터공학과,2019,11,전공,JAVA프로그래밍,3.0,B0,1,0.5714,0.5
28732,컴퓨터공학과,2019,11,전공,JAVA프로그래밍LAB,2.5,C+,1,0.4286,0.3333
28733,컴퓨터공학과,2019,21,전공,객체지향프로그래밍,3.0,B0,1,0.5714,0.5
28734,컴퓨터공학과,2019,21,전공,객체지향프로그래밍LAB,3.5,B+,1,0.7143,0.6
28735,컴퓨터공학과,2019,21,전공,웹프로그래밍,3.0,B0,1,0.5714,0.4
28736,컴퓨터공학과,2021,11,전공,JAVA응용프로그래밍,4.0,A0,1,0.8571,0.8
28737,컴퓨터공학과,2021,11,전공,운영체제,4.0,A0,1,0.8571,0.8571
28738,컴퓨터공학과,2021,11,전공,윈도우즈프로그래밍,3.5,B+,1,0.7143,0.6
28739,컴퓨터공학과,2021,11,전공,컴퓨터그래픽스,4.5,A+,1,1.0,1.0
28740,컴퓨터공학과,2021,11,전공,화일처리,4.5,A+,1,1.0,1.0
28741,컴퓨터공학과,2021,21,전공,데이터베이스,4.5,A+,1,1.0,1.0
28742,컴퓨터공학과,2021,21,전공,마이크로프로세서,3.5,B+,1,0.7143,0.5
28743,컴퓨터공학과,2021,21,전공,인공지능,4.5,A+,1,1.0,1.0
28744,컴퓨터공학과,2021,21,전공,컴파일러,4.5,A+,1,1.0,1.0
28745,컴퓨터공학과,2021,21,전공,컴퓨터네트워크,3.5,B+,1,0.7143,0.6667
28746,컴퓨터공학과,2022,11,전공,빅데이터이해,3.5,B+,1,0.7143,0.6
28747,컴퓨터공학과,2022,11,전공,스마트폰응용프로그래밍,4.5,A+,1,1.0,1.0
28748,컴퓨터공학과,2022,11,전공,알고리즘응용,4.5,A+,1,1.0,1.0
28749,컴퓨터공학과,2022,21,전공,컴퓨터비전,4.5,A+,1,1.0,1.0
28750,컴퓨터공학과,2018,11,전공,컴퓨터영어1,2.0,C0,0,0.2857,0.0
28751,컴퓨터공학과,2018,11,전공,컴퓨팅이해,2.5,C+,0,0.4286,0.3333
28752,컴퓨터공학과,2018,11,전공,프로그램기초Lab,3.0,B0,0,0.5714,0.4
28753,컴퓨터공학과,2018,21,전공,C프로그래밍LAB,3.5,B+,0,0.7143,0.7143
28754,컴퓨터공학과,2018,21,전공,GUI설계기법,3.5,B+,0,0.7143,0.6
28755,컴퓨터공학과,2018,21,전공,컴퓨터영어2,3.0,B0,0,0.5714,0.4
28756,컴퓨터공학과,2019,11,전공,JAVA프로그래밍,2.5,C+,0,0.4286,0.3333
28757,컴퓨터공학과,2019,11,전공,JAVA프로그래밍LAB,3.0,B0,0,0.5714,0.5
28758,컴퓨터공학과,2019,11,전공,디지털로직LAB,3.0,B0,0,0.5714,0.4
28759,컴퓨터공학과,2019,21,전공,객체지향프로그래밍,2.5,C+,0,0.4286,0.3333
28760,컴퓨터공학과,2019,21,전공,객체지향프로그래밍LAB,2.5,C+,0,0.4286,0.2
28761,컴퓨터공학과,2019,21,전공,웹프로그래밍,4.0,A0,0,0.8571,0.8
28762,컴퓨터공학과,2021,11,전공,JAVA응용프로그래밍,4.5,A+,0,1.0,1.0
28763,컴퓨터공학과,2021,11,전공,운영체제,4.5,A+,0,1.0,1.0
28764,컴퓨터공학과,2021,11,전공,윈도우즈프로그래밍,4.5,A+,0,1.0,1.0
28765,컴퓨터공학과,2021,11,전공,컴퓨터그래픽스,4.5,A+,0,1.0,1.0
28766,컴퓨터공학과,2021,11,전공,화일처리,4.5,A+,0,1.0,1.0
28767,컴퓨터공학과,2021,21,전공,데이터베이스,4.5,A+,0,1.0,1.0
28768,컴퓨터공학과,2021,21,전공,마이크로프로세서,4.5,A+,0,1.0,1.0
28769,컴퓨터공학과,2021,21,전공,인공지능,4.0,A0,0,0.8571,0.8
28770,컴퓨터공학과,2021,21,전공,컴파일러,4.5,A+,0,1.0,1.0
28771,컴퓨터공학과,2021,21,전공,컴퓨터네트워크,4.0,A0,0,0.8571,0.8333
28772,컴퓨터공학과,2022,11,전공,C프로그래밍연습,4.5,A+,0,1.0,1.0
28773,컴퓨터공학과,2022,11,전공,빅데이터이해,4.5,A+,0,1.0,1.0
28774,컴퓨터공학과,2022,11,전공,스마트폰응용프로그래밍,4.5,A+,0,1.0,1.0
28775,컴퓨터공학과,2022,11,전공,알고리즘응용,4.5,A+,0,1.0,1.0
28776,컴퓨터공학과,2022,21,전공,컴퓨터비전,4.5,A+,0,1.0,1.0
28777,정보통신공학과,2018,11,전공,선형대수,3.5,B+,1,0.7143,0.7143
28778,정보통신공학과,2018,21,전공,논리회로,3.0,B0,1,0.5714,0.5
28779,정보통신공학과,2018,21,전공,컴퓨터프로그래밍2,4.0,A0,1,0.8571,0.8571
28780,정보통신공학과,2018,21,전공,컴퓨터프로그래밍실습설계2,4.0,A0,1,0.8571,1.0
28781,정보통신공학과,2019,11,전공,객체지향프로그래밍,3.5,B+,1,0.7143,0.7143
28782,정보통신공학과,2019,11,전공,공업수학1,4.0,A0,1,0.8571,0.8333
28783,정보통신공학과,2019,11,전공,논리회로실습설계,4.0,A0,1,0.8571,0.75
28784,정보통신공학과,2019,11,전공,회로이론실습설계1,2.5,C+,1,0.4286,0.2
28785,정보통신공학과,2019,21,전공,공업수학2,3.5,B+,1,0.7143,0.6
28786,정보통신공학과,2019,21,전공,디지털시스템실습설계,3.0,B0,1,0.5714,0.4
28787,정보통신공학과,2019,21,전공,자료구조,3.0,B0,1,0.5714,0.6
28788,정보통신공학과,2019,21,전공,자료구조실습설계,3.0,B0,1,0.5714,0.5
28789,정보통신공학과,2019,21,전공,회로이론2,3.0,B0,1,0.5714,0.5
28790,정보통신공학과,2019,21,전공,회로이론실습설계2,2.0,C0,1,0.2857,0.0
28791,정보통신공학과,2020,11,전공,JAVA프로그래밍,3.5,B+,1,0.7143,0.5
28792,정보통신공학과,2020,11,전공,확률및랜덤프로세스,4.5,A+,1,1.0,1.0
28793,정보통신공학과,2021,21,전공,데이터베이스(캡스톤디자인),4.5,A+,1,1.0,1.0
28794,정보통신공학과,2021,21,전공,마이크로프로세서,3.5,B+,1,0.7143,0.5
28795,정보통신공학과,2021,21,전공,전자회로2,4.0,A0,1,0.8571,0.75
28796,정보통신공학과,2021,21,전공,초고주파공학1,2.0,C0,1,0.2857,0.2857
28797,정보통신공학과,2021,21,전공,통신이론,3.5,B+,1,0.7143,0.6
28798,정보통신공학과,2022,11,전공,디지털통신이론,3.5,B+,1,0.7143,0.5
28799,정보통신공학과,2022,11,전공,컴퓨터네트워크,3.0,B0,1,0.5714,0.4
28800,정보통신공학과,2022,21,전공,IOT임베디드시스템(캡스톤디자인),2.5,C+,1,0.4286,0.2
28801,정보통신공학과,2022,21,전공,RF회로및시스템설계(캡스톤디자인),2.5,C+,1,0.4286,0.0
28802,정보통신공학과,2018,11,전공,선형대수,3.5,B+,1,0.7143,0.7143
28803,정보통신공학과,2018,21,전공,논리회로,3.5,B+,1,0.7143,0.6667
28804,정보통신공학과,2018,21,전공,컴퓨터프로그래밍2,4.0,A0,1,0.8571,0.8571
28805,정보통신공학과,2018,21,전공,컴퓨터프로그래밍실습설계2,3.5,B+,1,0.7143,0.8333
28806,정보통신공학과,2019,11,전공,객체지향프로그래밍,3.5,B+,1,0.7143,0.7143
28807,정보통신공학과,2019,11,전공,공업수학1,4.0,A0,1,0.8571,0.8333
28808,정보통신공학과,2019,11,전공,논리회로실습설계,4.5,A+,1,1.0,1.0
28809,정보통신공학과,2019,11,전공,회로이론실습설계1,4.5,A+,1,1.0,1.0
28810,정보통신공학과,2019,21,전공,공업수학2,3.5,B+,1,0.7143,0.6
28811,정보통신공학과,2019,21,전공,디지털시스템실습설계,4.5,A+,1,1.0,1.0
28812,정보통신공학과,2019,21,전공,자료구조,4.0,A0,1,0.8571,1.0
28813,정보통신공학과,2019,21,전공,자료구조실습설계,4.5,A+,1,1.0,1.0
28814,정보통신공학과,2019,21,전공,초고주파공학1,4.5,A+,1,1.0,1.0
28815,정보통신공학과,2019,21,전공,회로이론2,3.5,B+,1,0.7143,0.6667
28816,정보통신공학과,2019,21,전공,회로이론실습설계2,4.0,A0,1,0.8571,0.8
28817,정보통신공학과,2020,11,전공,JAVA프로그래밍,4.5,A+,1,1.0,1.0
28818,정보통신공학과,2020,11,전공,초고주파공학2,4.5,A+,1,1.0,1.0
28819,정보통신공학과,2020,11,전공,컴퓨터구조,3.5,B+,1,0.7143,0.6
28820,정보통신공학과,2020,11,전공,확률및랜덤프로세스,4.5,A+,1,1.0,1.0
28821,정보통신공학과,2020,21,전공,데이터베이스(캡스톤디자인),4.5,A+,1,1.0,1.0
28822,정보통신공학과,2020,21,전공,마이크로프로세서,4.5,A+,1,1.0,1.0
28823,정보통신공학과,2020,21,전공,안테나공학,4.0,A0,1,0.8571,1.0
28824,정보통신공학과,2020,21,전공,통신이론,4.5,A+,1,1.0,1.0
28825,정보통신공학과,2020,21,전공,통신이론실습설계(캡스톤디자인),4.5,A+,1,1.0,1.0
28826,정보통신공학과,2022,11,전공,컴퓨터네트워크,4.5,A+,1,1.0,1.0
28827,정보통신공학과,2018,11,전공,선형대수,2.5,C+,0,0.4286,0.4286
28828,정보통신공학과,2018,21,전공,논리회로,3.5,B+,0,0.7143,0.6667
28829,정보통신공학과,2018,21,전공,컴퓨터프로그래밍2,3.0,B0,0,0.5714,0.5714
28830,정보통신공학과,2018,21,전공,컴퓨터프로그래밍실습설계2,3.0,B0,0,0.5714,0.6667
28831,정보통신공학과,2019,11,전공,객체지향프로그래밍,2.0,C0,0,0.2857,0.2857
28832,정보통신공학과,2019,11,전공,공업수학1,1.5,D+,0,0.1429,0.0
28833,정보통신공학과,2019,11,전공,논리회로실습설계,3.0,B0,0,0.5714,0.25
28834,정보통신공학과,2019,11,전공,회로이론실습설계1,2.5,C+,0,0.4286,0.2
28835,정보통신공학과,2020,21,전공,공업수학2,3.0,B0,0,0.5714,0.4
28836,정보통신공학과,2020,21,전공,디지털시스템실습설계,3.0,B0,0,0.5714,0.4
28837,정보통신공학과,2020,21,전공,자료구조,3.5,B+,0,0.7143,0.8
28838,정보통신공학과,2020,21,전공,자료구조실습설계,4.0,A0,0,0.8571,0.8333
28839,정보통신공학과,2020,21,전공,초고주파공학1,4.5,A+,0,1.0,1.0
28840,정보통신공학과,2020,21,전공,회로이론2,4.5,A+,0,1.0,1.0
28841,정보통신공학과,2020,21,전공,회로이론실습설계2,3.5,B+,0,0.7143,0.6
28842,정보통신공학과,2021,11,전공,JAVA프로그래밍,4.5,A+,0,1.0,1.0
28843,정보통신공학과,2021,11,전공,초고주파공학2,3.5,B+,0,0.7143,0.7143
28844,정보통신공학과,2021,11,전공,컴퓨터구조,3.5,B+,0,0.7143,0.6
28845,정보통신공학과,2021,11,전공,확률및랜덤프로세스,3.5,B+,0,0.7143,0.6
28846,정보통신공학과,2021,21,전공,데이터베이스(캡스톤디자인),3.5,B+,0,0.7143,0.0
28847,정보통신공학과,2021,21,전공,마이크로프로세서,4.5,A+,0,1.0,1.0
28848,정보통신공학과,2021,21,전공,전자회로2,4.5,A+,0,1.0,1.0
28849,정보통신공학과,2021,21,전공,통신이론,4.5,A+,0,1.0,1.0
28850,정보통신공학과,2021,21,전공,통신이론실습설계(캡스톤디자인),4.5,A+,0,1.0,1.0
28851,정보통신공학과,2021,21,전공,파이썬프로그래밍,3.5,B+,0,0.7143,0.0
28852,정보통신공학과,2022,21,전공,IOT임베디드시스템(캡스톤디자인),4.0,A0,0,0.8571,0.8
28853,정보통신공학과,2018,11,전공,선형대수,3.5,B+,1,0.7143,0.7143
28854,정보통신공학과,2018,21,전공,논리회로,2.5,C+,1,0.4286,0.3333
28855,정보통신공학과,2018,21,전공,컴퓨터프로그래밍2,2.5,C+,1,0.4286,0.4286
28856,정보통신공학과,2018,21,전공,컴퓨터프로그래밍실습설계2,3.0,B0,1,0.5714,0.6667
28857,정보통신공학과,2019,11,전공,객체지향프로그래밍,1.5,D+,1,0.1429,0.1429
28858,정보통신공학과,2019,11,전공,공업수학1,3.0,B0,1,0.5714,0.5
28859,정보통신공학과,2019,11,전공,논리회로실습설계,2.5,C+,1,0.4286,0.0
28860,정보통신공학과,2019,11,전공,회로이론실습설계1,3.5,B+,1,0.7143,0.6
28861,정보통신공학과,2020,21,전공,공업수학2,4.0,A0,1,0.8571,0.8
28862,정보통신공학과,2020,21,전공,디지털시스템실습설계,3.0,B0,1,0.5714,0.4
28863,정보통신공학과,2020,21,전공,자료구조,3.5,B+,1,0.7143,0.8
28864,정보통신공학과,2020,21,전공,자료구조실습설계,3.0,B0,1,0.5714,0.5
28865,정보통신공학과,2020,21,전공,초고주파공학1,3.5,B+,1,0.7143,0.7143
28866,정보통신공학과,2020,21,전공,회로이론2,4.0,A0,1,0.8571,0.8333
28867,정보통신공학과,2020,21,전공,회로이론실습설계2,3.5,B+,1,0.7143,0.6
28868,정보통신공학과,2021,11,전공,JAVA프로그래밍,3.5,B+,1,0.7143,0.5
28869,정보통신공학과,2021,11,전공,초고주파공학2,4.5,A+,1,1.0,1.0
28870,정보통신공학과,2021,11,전공,컴퓨터구조,4.5,A+,1,1.0,1.0
28871,정보통신공학과,2021,11,전공,확률및랜덤프로세스,4.5,A+,1,1.0,1.0
28872,정보통신공학과,2021,21,전공,데이터베이스(캡스톤디자인),3.5,B+,1,0.7143,0.0
28873,정보통신공학과,2021,21,전공,전자회로2,4.5,A+,1,1.0,1.0
28874,정보통신공학과,2021,21,전공,통신이론,4.5,A+,1,1.0,1.0
28875,정보통신공학과,2021,21,전공,통신이론실습설계(캡스톤디자인),3.5,B+,1,0.7143,0.5
28876,정보통신공학과,2022,11,전공,컴퓨터네트워크,4.0,A0,1,0.8571,0.8
28877,정보통신공학과,2018,11,전공,선형대수,3.5,B+,0,0.7143,0.7143
28878,정보통신공학과,2018,21,전공,논리회로,3.0,B0,0,0.5714,0.5
28879,정보통신공학과,2018,21,전공,컴퓨터프로그래밍2,4.0,A0,0,0.8571,0.8571
28880,정보통신공학과,2018,21,전공,컴퓨터프로그래밍실습설계2,4.0,A0,0,0.8571,1.0
28881,정보통신공학과,2019,11,전공,객체지향프로그래밍,3.5,B+,0,0.7143,0.7143
28882,정보통신공학과,2019,11,전공,공업수학1,2.0,C0,0,0.2857,0.1667
28883,정보통신공학과,2019,11,전공,논리회로실습설계,4.5,A+,0,1.0,1.0
28884,정보통신공학과,2019,11,전공,회로이론실습설계1,3.5,B+,0,0.7143,0.6
28885,정보통신공학과,2019,21,전공,공업수학2,3.5,B+,0,0.7143,0.6
28886,정보통신공학과,2019,21,전공,디지털시스템실습설계,4.0,A0,0,0.8571,0.8
28887,정보통신공학과,2019,21,전공,자료구조,2.5,C+,0,0.4286,0.4
28888,정보통신공학과,2019,21,전공,자료구조실습설계,4.0,A0,0,0.8571,0.8333
28889,정보통신공학과,2019,21,전공,초고주파공학1,3.5,B+,0,0.7143,0.7143
28890,정보통신공학과,2019,21,전공,회로이론2,2.5,C+,0,0.4286,0.3333
28891,정보통신공학과,2019,21,전공,회로이론실습설계2,2.5,C+,0,0.4286,0.2
28892,정보통신공학과,2020,11,전공,JAVA프로그래밍,3.5,B+,0,0.7143,0.5
28893,정보통신공학과,2020,11,전공,초고주파공학2,3.5,B+,0,0.7143,0.7143
28894,정보통신공학과,2020,11,전공,확률및랜덤프로세스,3.0,B0,0,0.5714,0.4
28895,정보통신공학과,2021,21,전공,데이터베이스(캡스톤디자인),3.5,B+,0,0.7143,0.0
28896,정보통신공학과,2021,21,전공,마이크로프로세서,3.5,B+,0,0.7143,0.5
28897,정보통신공학과,2021,21,전공,전자회로2,4.5,A+,0,1.0,1.0
28898,정보통신공학과,2021,21,전공,통신이론,3.5,B+,0,0.7143,0.6
28899,정보통신공학과,2022,11,전공,디지털통신이론,3.5,B+,0,0.7143,0.5
28900,정보통신공학과,2022,11,전공,컴퓨터네트워크,4.0,A0,0,0.8571,0.8
28901,정보통신공학과,2022,21,전공,IOT임베디드시스템(캡스톤디자인),4.5,A+,0,1.0,1.0
28902,전자정보공학과,2018,21,전공,논리회로,4.0,A0,1,0.8571,0.8571
28903,전자정보공학과,2019,11,전공,디지털공학,3.5,B+,1,0.7143,0.6667
28904,전자정보공학과,2019,21,전공,디지털회로설계실습,4.5,A+,1,1.0,1.0
28905,전자정보공학과,2019,21,전공,선형시스템,2.0,C0,1,0.2857,0.2857
28906,전자정보공학과,2019,21,전공,전자기학2,4.5,A+,1,1.0,1.0
28907,전자정보공학과,2019,21,전공,회로이론2,2.5,C+,1,0.4286,0.4286
28908,전자정보공학과,2019,21,전공,회로이론실험2,2.5,C+,1,0.4286,0.5
28909,전자정보공학과,2020,11,전공,마이크로프로세서,3.0,B0,1,0.5714,0.5
28910,전자정보공학과,2020,11,전공,마이크로프로세서응용실습,4.0,A0,1,0.8571,0.8
28911,전자정보공학과,2020,11,전공,전공영어1,3.0,B0,1,0.5714,0.25
28912,전자정보공학과,2020,11,전공,전기기계1,2.0,C0,1,0.2857,0.2857
28913,전자정보공학과,2020,11,전공,전력공학1,3.5,B+,1,0.7143,0.6
28914,전자정보공학과,2020,11,전공,전자회로1,3.0,B0,1,0.5714,0.4
28915,전자정보공학과,2020,11,전공,전자회로실험1,3.5,B+,1,0.7143,0.5
28916,전자정보공학과,2020,11,전공,제어공학1,3.0,B0,1,0.5714,0.5
28917,전자정보공학과,2020,21,전공,반도체2,3.0,B0,1,0.5714,0.4
28918,전자정보공학과,2020,21,전공,전공영어2,4.0,A0,1,0.8571,0.8
28919,전자정보공학과,2020,21,전공,전기기계2,2.5,C+,1,0.4286,0.4286
28920,전자정보공학과,2020,21,전공,전자회로2,3.5,B+,1,0.7143,0.6
28921,전자정보공학과,2020,21,전공,전자회로실험2,3.5,B+,1,0.7143,0.5
28922,전자정보공학과,2020,21,전공,제어공학2,2.5,C+,1,0.4286,0.4286
28923,전자정보공학과,2022,11,전공,디지털회로,3.0,B0,1,0.5714,0.0
28924,전자정보공학과,2022,11,전공,아날로그회로,4.0,A0,1,0.8571,0.8571
28925,정보보호학과,2018,11,전공,프로그래밍기초1,4.5,A+,0,1.0,1.0
28926,정보보호학과,2018,21,전공,논리회로,3.0,B0,0,0.5714,1.0
28927,정보보호학과,2019,11,전공,어셈블리언어,2.5,C+,0,0.4286,0.4286
28928,정보보호학과,2019,11,전공,운영체제보안,2.0,C0,0,0.2857,0.0
28929,정보보호학과,2019,11,전공,자료구조,2.5,C+,0,0.4286,0.2
28930,정보보호학과,2019,11,전공,정수론,3.0,B0,0,0.5714,0.5714
28931,정보보호학과,2019,21,전공,데이터베이스보안,2.5,C+,0,0.4286,0.2
28932,정보보호학과,2019,21,전공,컴퓨터네트워크,2.5,C+,0,0.4286,0.2
28933,정보보호학과,2021,11,전공,네트워크프로그래밍,3.0,B0,0,0.5714,0.0
28934,정보보호학과,2021,11,전공,시스템프로그래밍,4.5,A+,0,1.0,1.0
28935,정보보호학과,2021,11,전공,인터넷보안,3.0,B0,0,0.5714,0.4
28936,정보보호학과,2021,11,전공,전공영어1,3.0,B0,0,0.5714,0.25
28937,정보보호학과,2021,21,전공,제어시스템보안,4.5,A+,0,1.0,1.0
28938,정보보호학과,2021,21,전공,윈도우프로그래밍,4.0,A0,0,0.8571,0.6667
