PID,DEPT,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
0,영화애니메이션학과,2010,11,전공,2D디지털애니메이션 2,2.5,C+,1,0.4286,1.0
1,영화애니메이션학과,2010,11,전공,라이프드로잉,4.0,A0,1,0.8571,1.0
2,영화애니메이션학과,2010,11,전공,애니메이션편집,4.0,A0,1,0.8571,1.0
3,영화애니메이션학과,2010,11,전공,영상연출의이해,4.0,A0,1,0.8571,1.0
4,영화애니메이션학과,2010,11,전공,컴퓨터그래픽기초,3.0,B0,1,0.5714,1.0
5,영화애니메이션학과,2010,21,전공,2D디지털애니메이션워크숍1,3.5,B+,1,0.7143,1.0
6,영화애니메이션학과,2010,21,전공,동작표현연구2,4.0,A0,1,0.8571,1.0
7,영화애니메이션학과,2010,21,전공,스토리보드,4.5,A+,1,1.0,1.0
8,영화애니메이션학과,2010,21,전공,애니메이션기초,4.0,A0,1,0.8571,1.0
9,영화애니메이션학과,2010,21,전공,애니메이션사운드1,4.0,A0,1,0.8571,1.0
10,영화애니메이션학과,2010,21,전공,애니메이션시나리오,4.0,A0,1,0.8571,1.0
11,영화애니메이션학과,2010,21,전공,애니메이션시나리오워크숍,4.0,A0,1,0.8571,1.0
12,영화애니메이션학과,2010,21,전공,애니메이션연출세미나,3.5,B+,1,0.7143,1.0
13,영화애니메이션학과,2011,11,전공,3D컴퓨터그래픽기초,3.5,B+,1,0.7143,1.0
14,영화애니메이션학과,2011,11,전공,각색각본실습,4.5,A+,1,1.0,1.0
15,영화애니메이션학과,2011,11,전공,동작표현연구,4.0,A0,1,0.8571,0.75
16,영화애니메이션학과,2011,11,전공,스타연구,4.0,A0,1,0.8571,1.0
17,영화애니메이션학과,2011,11,전공,장르연구,4.0,A0,1,0.8571,1.0
18,영화애니메이션학과,2011,21,전공,2D애니메이션2,4.0,A0,1,0.8571,1.0
19,영화애니메이션학과,2011,21,전공,2D애니메이션독립프로젝트2,3.5,B+,1,0.7143,1.0
20,영화애니메이션학과,2011,21,전공,멀티미디어애니메이션워크숍,4.0,A0,1,0.8571,1.0
21,사회체육학과,2010,11,전공,골프3,4.5,A+,1,1.0,1.0
22,사회체육학과,2010,11,전공,사회체육환경론,4.0,A0,1,0.8571,1.0
23,사회체육학과,2010,11,전공,테니스4,2.0,C0,1,0.2857,1.0
24,사회체육학과,2010,11,전공,평생체육론,2.0,C0,1,0.2857,1.0
25,사회체육학과,2012,21,전공,게이트볼,4.5,A+,1,1.0,1.0
26,사회체육학과,2012,21,전공,보디빌딩2,4.5,A+,1,1.0,1.0
27,사회체육학과,2012,21,전공,빙상1,4.5,A+,1,1.0,1.0
28,사회체육학과,2012,21,전공,스노우보드2,4.5,A+,1,1.0,1.0
29,사회체육학과,2012,21,전공,스포츠사업론,4.0,A0,1,0.8571,1.0
30,사회체육학과,2012,21,전공,스포츠의학,4.5,A+,1,1.0,1.0
31,사회체육학과,2012,21,전공,스포츠행정론,4.0,A0,1,0.8571,1.0
32,사회체육학과,2012,21,전공,운동역학,4.5,A+,1,1.0,1.0
33,사회체육학과,2012,21,전공,재활승마실습,4.0,A0,1,0.8571,1.0
34,사회체육학과,2013,11,전공,빙상2,2.5,C+,1,0.4286,1.0
35,사회체육학과,2013,11,전공,사회체육세미나1,3.0,B0,1,0.5714,0.0
36,사회체육학과,2013,11,전공,사회체육프로그램론,2.5,C+,1,0.4286,1.0
37,사회체육학과,2013,11,전공,수상스키,2.5,C+,1,0.4286,0.0
38,사회체육학과,2013,11,전공,스포츠마케팅,2.0,C0,1,0.2857,0.0
39,사회체육학과,2013,11,전공,윈드서핑,2.0,C0,1,0.2857,1.0
40,사회체육학과,2016,21,전공,골프2,1.5,D+,1,0.1429,0.0
41,사회체육학과,2016,21,전공,사회체육연구법(캡스톤디자인),2.0,C0,1,0.2857,1.0
42,사회체육학과,2016,21,전공,유소년체육론,2.5,C+,1,0.4286,0.0
43,사회체육학과,2016,21,전공,특수체육론,2.5,C+,1,0.4286,0.4286
44,사회체육학과,2022,21,전공,스키,3.0,B0,1,0.5714,0.0
45,사회체육학과,2022,21,전공,스포츠지도론,2.0,C0,1,0.2857,0.0
46,사회체육학과,2022,21,전공,여가학,3.0,B0,1,0.5714,1.0
47,생명과학과,2015,11,전공,유전공학,2.0,C0,1,0.2857,0.0
48,생명과학과,2015,21,전공,병원미생물학,1.5,D+,1,0.1429,0.0
49,생명과학과,2015,21,전공,비교해부학,2.5,C+,1,0.4286,0.0
50,생명과학과,2015,21,전공,생태공학,2.0,C0,1,0.2857,0.0
51,생명과학과,2015,21,전공,줄기세포학,2.0,C0,1,0.2857,0.0
52,생명과학과,2016,11,전공,무척추동물학,2.0,C0,1,0.2857,0.0
53,생명과학과,2016,11,전공,생명공학,1.5,D+,1,0.1429,0.0
54,생명과학과,2016,11,전공,조직학,1.5,D+,1,0.1429,0.0
55,생명과학과,2016,11,전공,해양생물학,2.0,C0,1,0.2857,0.0
56,생명과학과,2021,21,전공,동물발생학,4.0,A0,1,0.8571,0.6667
57,생명과학과,2021,21,전공,분자생물학2,3.0,B0,1,0.5714,0.4
58,생명과학과,2021,21,전공,분자진단생물학,3.5,B+,1,0.7143,0.6667
59,생명과학과,2022,11,전공,면역병리학,3.0,B0,1,0.5714,0.4
60,생명과학과,2022,11,전공,분자생물학1,3.0,B0,1,0.5714,0.5
61,생명과학과,2022,11,전공,생물정보학,3.0,B0,1,0.5714,0.4
62,생명과학과,2022,21,전공,유기화학1,2.5,C+,1,0.4286,0.0
63,영화애니메이션학과,2011,11,전공,사진실습,2.5,C+,0,0.4286,0.0
64,영화애니메이션학과,2011,11,전공,시나리오기초,3.5,B+,0,0.7143,1.0
65,영화애니메이션학과,2011,21,전공,라이프드로잉2,3.5,B+,0,0.7143,1.0
66,영화애니메이션학과,2011,21,전공,애니메이션기초,3.0,B0,0,0.5714,0.0
67,영화애니메이션학과,2011,21,전공,캐릭터디자인,4.5,A+,0,1.0,1.0
68,영화애니메이션학과,2011,21,전공,컴퓨터그래픽,3.5,B+,0,0.7143,0.0
69,영화애니메이션학과,2012,11,전공,시각커뮤니케이션디자인,3.5,B+,0,0.7143,1.0
70,영화애니메이션학과,2012,11,전공,애니메이션기획,3.5,B+,0,0.7143,1.0
71,영화애니메이션학과,2012,11,전공,영상기획기초,2.5,C+,0,0.4286,1.0
72,영화애니메이션학과,2014,21,전공,3D캐릭터모델링,3.5,B+,0,0.7143,1.0
73,영화애니메이션학과,2014,21,전공,영상이미지와텍스트분석의이론과실제,3.5,B+,0,0.7143,1.0
74,영화애니메이션학과,2014,21,전공,한국영화영상읽기워크숍,2.5,C+,0,0.4286,0.4286
75,영화애니메이션학과,2015,11,전공,3D애니메이션워크숍,2.5,C+,0,0.4286,1.0
76,영화애니메이션학과,2015,11,전공,현대영상이론과실제,2.5,C+,0,0.4286,0.0
77,영화애니메이션학과,2015,21,전공,영상산업정책과사회(캡스톤디자인),3.5,B+,0,0.7143,1.0
78,영화애니메이션학과,2017,11,전공,3D모션그래픽스(캡스톤디자인),2.5,C+,0,0.4286,1.0
79,영화애니메이션학과,2017,11,전공,각색실습(캡스톤디자인),2.5,C+,0,0.4286,0.2
80,영화애니메이션학과,2017,11,전공,논리및논술,4.0,A0,0,0.8571,0.75
81,영화애니메이션학과,2017,11,전공,세계영화사읽기워크숍,2.5,C+,0,0.4286,0.5
82,영화애니메이션학과,2017,11,전공,애니메이션영화사읽기워크숍,3.5,B+,0,0.7143,0.5
83,영화애니메이션학과,2017,11,전공,장르와관객취향분석실습,1.0,D0,0,0.0,0.0
84,영화애니메이션학과,2017,21,전공,2D애니메이션디지털기법2(캡스톤디자인),1.5,D+,0,0.1429,0.1429
85,영화애니메이션학과,2017,21,전공,드로잉워크숍,3.0,B0,0,0.5714,0.25
86,영화애니메이션학과,2017,21,전공,영화애니메이션비평의이론과실제,3.5,B+,0,0.7143,0.5
87,영화애니메이션학과,2011,11,전공,사진실습,3.5,B+,0,0.7143,1.0
88,영화애니메이션학과,2011,11,전공,시나리오기초,3.5,B+,0,0.7143,1.0
89,영화애니메이션학과,2011,21,전공,라이프드로잉2,3.0,B0,0,0.5714,0.0
90,영화애니메이션학과,2011,21,전공,애니메이션기초,3.0,B0,0,0.5714,0.0
91,영화애니메이션학과,2011,21,전공,캐릭터디자인,3.0,B0,0,0.5714,0.25
92,영화애니메이션학과,2011,21,전공,컴퓨터그래픽,4.0,A0,0,0.8571,1.0
93,영화애니메이션학과,2012,11,전공,2D캐릭터애니메이션1,3.5,B+,0,0.7143,0.7143
94,영화애니메이션학과,2012,11,전공,3D캐릭터애니메이션기초,3.5,B+,0,0.7143,0.5
95,영화애니메이션학과,2012,11,전공,동작표현연구,2.5,C+,0,0.4286,0.0
96,영화애니메이션학과,2012,11,전공,시각커뮤니케이션디자인,3.5,B+,0,0.7143,1.0
97,영화애니메이션학과,2012,11,전공,애니메이션기획,3.5,B+,0,0.7143,1.0
98,영화애니메이션학과,2012,21,전공,3D애니메이션1,4.0,A0,0,0.8571,1.0
99,영화애니메이션학과,2012,21,전공,컨셉디자인2,3.5,B+,0,0.7143,1.0
100,영화애니메이션학과,2013,11,전공,드로잉,3.5,B+,0,0.7143,1.0
101,영화애니메이션학과,2013,21,전공,2D애니메이션프로젝트1(캡스톤디자인),3.5,B+,0,0.7143,1.0
102,영화애니메이션학과,2013,21,전공,3D입체애니메이션(캡스톤디자인),3.0,B0,0,0.5714,1.0
103,영화애니메이션학과,2013,21,전공,애니메이션영화사,2.5,C+,0,0.4286,1.0
104,영화애니메이션학과,2013,21,전공,영상이미지와텍스트분석,2.5,C+,0,0.4286,1.0
105,영화애니메이션학과,2014,11,전공,3D모션그래픽스(캡스톤디자인),1.0,D0,0,0.0,0.0
106,영화애니메이션학과,2014,11,전공,교과교육론,3.5,B+,0,0.7143,1.0
107,영화애니메이션학과,2014,11,전공,세계영화사읽기워크숍,2.0,C0,0,0.2857,0.25
108,영화애니메이션학과,2014,11,전공,장르와관객취향분석실습,2.0,C0,0,0.2857,0.2857
109,영화애니메이션학과,2014,11,전공,현대영상이론과실제,3.5,B+,0,0.7143,0.5
110,영화애니메이션학과,2014,21,전공,영화애니메이션비평의이론과실제,3.5,B+,0,0.7143,0.5
111,영화애니메이션학과,2014,21,전공,포트폴리오,2.5,C+,0,0.4286,1.0
112,영화애니메이션학과,2014,21,전공,한국영화영상읽기워크숍,2.5,C+,0,0.4286,0.4286
113,영화애니메이션학과,2012,11,전공,뉴미디어이해와기획,1.5,D+,1,0.1429,1.0
114,영화애니메이션학과,2012,11,전공,드로잉1,2.0,C0,1,0.2857,1.0
115,영화애니메이션학과,2012,11,전공,디지털디자인,3.5,B+,1,0.7143,1.0
116,영화애니메이션학과,2012,11,전공,발상과표현,1.0,D0,1,0.0,1.0
117,영화애니메이션학과,2012,11,전공,컨셉디자인1,3.5,B+,1,0.7143,1.0
118,영화애니메이션학과,2012,21,전공,2D애니메이션기초,2.5,C+,1,0.4286,0.25
119,영화애니메이션학과,2012,21,전공,컨셉디자인2,3.5,B+,1,0.7143,1.0
120,영화애니메이션학과,2016,21,전공,2D캐릭터애니메이션2,3.5,B+,1,0.7143,0.75
121,영화애니메이션학과,2016,21,전공,스토리보드,3.5,B+,1,0.7143,0.0
122,영화애니메이션학과,2016,21,전공,영상이미지와텍스트분석의이론과실제,2.5,C+,1,0.4286,0.0
123,영화애니메이션학과,2017,11,전공,2D캐릭터애니메이션1,3.5,B+,1,0.7143,0.7143
124,영화애니메이션학과,2017,11,전공,동작표현연구,3.0,B0,1,0.5714,0.25
125,영화애니메이션학과,2017,11,전공,현대영상이론과실제,2.5,C+,1,0.4286,0.0
126,영화애니메이션학과,2017,21,전공,2D애니메이션디지털기법2(캡스톤디자인),4.5,A+,1,1.0,1.0
127,영화애니메이션학과,2017,21,전공,영상애니메이션장면분석워크숍(캡스톤디자인),2.5,C+,1,0.4286,0.0
128,영화애니메이션학과,2018,11,전공,2D애니메이션디지털기법1,4.0,A0,1,0.8571,0.8333
129,영화애니메이션학과,2018,11,전공,각색실습(캡스톤디자인),3.5,B+,1,0.7143,0.6
130,영화애니메이션학과,2018,11,전공,시각특수효과실습1,2.5,C+,1,0.4286,0.2
131,영화애니메이션학과,2018,11,전공,애니메이션영화사읽기워크숍,2.5,C+,1,0.4286,0.0
132,영화애니메이션학과,2018,11,전공,장르와관객취향분석실습,3.5,B+,1,0.7143,0.7143
133,영화애니메이션학과,2018,21,전공,드로잉워크숍,3.5,B+,1,0.7143,0.5
134,영화애니메이션학과,2019,11,전공,논리및논술,3.0,B0,1,0.5714,0.25
135,경찰행정학과,2014,11,전공,민간경비론,2.5,C+,1,0.4286,0.0
136,경찰행정학과,2014,11,전공,범죄수사론,2.5,C+,1,0.4286,0.0
137,경찰행정학과,2014,11,전공,피해자학,2.5,C+,1,0.4286,0.0
138,경찰행정학과,2014,11,전공,형사소송법,2.0,C0,1,0.2857,0.0
139,경찰행정학과,2021,11,전공,범죄수사론세미나(캡스톤디자인),3.0,B0,1,0.5714,0.25
140,경찰행정학과,2021,11,전공,범죄학세미나(캡스톤디자인),3.5,B+,1,0.7143,0.6
141,경찰행정학과,2021,11,전공,테러정책론,3.5,B+,1,0.7143,0.5
142,경찰행정학과,2021,11,전공,형사사법원서강독1,3.5,B+,1,0.7143,0.5
143,경찰행정학과,2022,11,전공,경찰과헌법,3.5,B+,1,0.7143,0.5
144,경찰행정학과,2022,11,전공,경찰윤리론,3.5,B+,1,0.7143,0.6
145,경찰행정학과,2022,11,전공,경찰인사론,4.0,A0,1,0.8571,0.75
146,경찰행정학과,2022,11,전공,형법총론,3.5,B+,1,0.7143,0.5
147,경찰행정학과,2022,21,전공,경찰정보론,2.5,C+,1,0.4286,0.0
148,경찰행정학과,2022,21,전공,범죄예방론,2.5,C+,1,0.4286,0.3333
149,경제금융학과,2012,11,전공,금융분석의기초,3.5,B+,1,0.7143,0.6
150,경제금융학과,2012,21,전공,경제금융영어1,3.5,B+,1,0.7143,0.6667
151,경제금융학과,2012,21,전공,생활경제학,3.5,B+,1,0.7143,0.6
152,경제금융학과,2013,11,전공,증권시장론,1.0,D0,1,0.0,0.0
153,경제금융학과,2015,21,전공,미시경제이슈와연습,3.0,B0,1,0.5714,0.5
154,경제금융학과,2015,21,전공,재무관리,3.5,B+,1,0.7143,0.6
155,경제금융학과,2016,11,전공,재정학,3.0,B0,1,0.5714,0.0
156,경제금융학과,2016,21,전공,거시경제세미나,3.0,B0,1,0.5714,0.0
157,경제금융학과,2016,21,전공,금융산업동향분석,2.0,C0,1,0.2857,0.0
158,경제금융학과,2018,11,전공,국제금융론,2.5,C+,1,0.4286,0.0
159,경제금융학과,2018,11,전공,행태재무학,3.5,B+,1,0.7143,0.5
160,경제금융학과,2018,11,전공,화폐와금융,3.5,B+,1,0.7143,0.6667
161,의학과,2012,11,전공,세포생물학,1.5,D+,0,0.1429,0.1667
162,의학과,2012,11,전공,의사소통과인간관계,1.5,D+,0,0.1429,0.1429
163,의학과,2012,11,전공,의학물리,3.0,B0,0,0.5714,0.5714
164,의학과,2012,11,전공,의학물리실험,2.5,C+,0,0.4286,0.4286
165,의학과,2012,11,전공,일반생물학,2.5,C+,0,0.4286,0.4286
166,의학과,2012,11,전공,일반생물학실험,3.0,B0,0,0.5714,0.5714
167,의학과,2012,11,전공,일반화학,3.5,B+,0,0.7143,0.6
168,의학과,2012,11,전공,일반화학실험,3.5,B+,0,0.7143,0.6
169,의학과,2012,11,전공,중급영작문,3.5,B+,0,0.7143,0.7143
170,의학과,2012,21,전공,고급영작문,3.0,B0,0,0.5714,0.4
171,의학과,2012,21,전공,드라마치료,3.5,B+,0,0.7143,1.0
172,의학과,2012,21,전공,미술치료,3.5,B+,0,0.7143,1.0
173,의학과,2012,21,전공,분자생물학,3.0,B0,0,0.5714,1.0
174,의학과,2012,21,전공,비교해부학,3.5,B+,0,0.7143,0.7143
175,의학과,2012,21,전공,비교해부학실험,3.5,B+,0,0.7143,0.7143
176,의학과,2012,21,전공,유기화학,2.5,C+,0,0.4286,0.3333
177,의학과,2012,21,전공,유기화학실험,3.0,B0,0,0.5714,1.0
178,의학과,2012,21,전공,유전학,2.5,C+,0,0.4286,0.0
179,의학과,2012,21,전공,의학영어1,1.0,D0,0,0.0,0.0
180,의학과,2014,11,전공,기초면역학,2.0,C0,0,0.2857,0.3333
181,의학과,2014,11,전공,동의보감,1.5,D+,0,0.1429,1.0
182,의학과,2014,11,전공,의료사회학,2.0,C0,0,0.2857,0.4
183,의학과,2014,11,전공,의료와경영경제학,3.0,B0,0,0.5714,0.6667
184,의학과,2014,11,전공,의료정보통계학,2.0,C0,0,0.2857,0.2857
185,의학과,2014,11,전공,의학개론,2.0,C0,0,0.2857,0.2
186,의학과,2014,11,전공,의학영어2,2.5,C+,0,0.4286,0.4
187,의학과,2014,11,전공,인간심리학,2.0,C0,0,0.2857,1.0
188,의학과,2014,11,전공,재생의학,2.5,C+,0,0.4286,0.0
189,의학과,2014,11,전공,행동과학,3.5,B+,0,0.7143,0.6
190,의학과,2014,21,전공,생화학및실습,1.0,D0,0,0.0,0.0
191,의학과,2014,21,전공,의공학,2.5,C+,0,0.4286,0.2
192,의학과,2014,21,전공,의과학세미나(NICE),1.0,D0,0,0.0,0.0
193,의학과,2014,21,전공,의사학,3.0,B0,0,0.5714,1.0
194,의학과,2014,21,전공,조직학및실습,1.0,D0,0,0.0,0.0
195,의학과,2014,21,전공,해부학및실습,1.5,D+,0,0.1429,0.1429
196,의학과,2016,11,전공,기초의학특화실습(NICE PEE),2.5,C+,0,0.4286,0.2
197,의학과,2016,11,전공,미생물학및실습,2.0,C0,0,0.2857,0.1667
198,의학과,2016,11,전공,생리학및실습,1.0,D0,0,0.0,0.0
199,의학과,2016,11,전공,신경해부학,1.0,D0,0,0.0,0.0
200,의학과,2016,11,전공,예방의학,1.0,D0,0,0.0,0.0
201,의학과,2016,11,전공,의과학세미나(NICE),2.5,C+,0,0.4286,0.4286
202,의학과,2016,11,전공,의료법학,2.5,C+,0,0.4286,0.25
203,의학과,2016,21,전공,기생충학및실습,2.0,C0,0,0.2857,0.0
204,의학과,2016,21,전공,기초의학특화실습(NICE PEE),4.0,A0,0,0.8571,0.8
205,의학과,2016,21,전공,기초통합강의,2.5,C+,0,0.4286,1.0
206,의학과,2016,21,전공,면역학,1.0,D0,0,0.0,0.0
207,의학과,2016,21,전공,병리학및실습,2.0,C0,0,0.2857,0.0
208,의학과,2016,21,전공,약리학및실습,2.0,C0,0,0.2857,0.0
209,의학과,2016,21,전공,의료윤리,2.0,C0,0,0.2857,0.0
210,의학과,2020,11,전공,감염병,2.0,C0,0,0.2857,0.0
211,의학과,2020,11,전공,내분비및핵의학,1.0,D0,0,0.0,0.0
212,의학과,2020,11,전공,성장과노화,2.0,C0,0,0.2857,0.1667
213,의학과,2020,11,전공,소화기학,1.5,D+,0,0.1429,0.0
214,의학과,2020,11,전공,신장요로생식학,1.5,D+,0,0.1429,0.1429
215,의학과,2020,11,전공,심장학,2.0,C0,0,0.2857,0.1667
216,의학과,2020,11,전공,응급의학과외상학,2.5,C+,0,0.4286,0.3333
217,의학과,2020,11,전공,임상의학입문,1.5,D+,0,0.1429,0.0
218,의학과,2020,11,전공,호흡기학,2.0,C0,0,0.2857,0.2857
219,의학과,2020,21,전공,근골격학,2.0,C0,0,0.2857,0.0
220,의학과,2020,21,전공,두경부학,2.0,C0,0,0.2857,0.1667
221,의학과,2020,21,전공,면역및알레르기학,1.5,D+,0,0.1429,0.1667
222,의학과,2020,21,전공,문제바탕학습,3.5,B+,0,0.7143,0.75
223,의학과,2020,21,전공,법의학,2.5,C+,0,0.4286,0.25
224,의학과,2020,21,전공,신경계통학,2.5,C+,0,0.4286,0.0
225,의학과,2020,21,전공,여성생식의학,2.0,C0,0,0.2857,0.2857
226,의학과,2020,21,전공,의료법규,2.0,C0,0,0.2857,0.2857
227,의학과,2020,21,전공,임상특과,2.5,C+,0,0.4286,0.25
228,의학과,2020,21,전공,정신행동과학,3.5,B+,0,0.7143,0.6
229,의학과,2020,21,전공,혈액종양학,2.0,C0,0,0.2857,0.0
230,의학과,2021,11,전공,내과학및임상실습,1.5,D+,0,0.1429,0.1429
231,의학과,2021,11,전공,신경과학및임상실습,2.0,C0,0,0.2857,0.2857
232,의학과,2021,11,전공,영상의학및임상실습,2.0,C0,0,0.2857,0.0
233,의학과,2021,11,전공,외과학및임상실습,2.0,C0,0,0.2857,0.0
234,의학과,2021,11,전공,임상수기학실습,3.5,B+,0,0.7143,0.5
235,의학과,2021,11,전공,임상수행평가실습,2.5,C+,0,0.4286,0.2
236,의학과,2021,11,전공,정신건강의학및임상실습,2.0,C0,0,0.2857,0.0
237,의학과,2021,11,전공,환자-의사관계,3.0,B0,0,0.5714,0.0
238,의학과,2021,21,전공,산부인과학및임상실습,2.5,C+,0,0.4286,0.4286
239,의학과,2021,21,전공,선택실습,3.0,B0,0,0.5714,0.3333
240,의학과,2021,21,전공,소아청소년과학및임상실습,2.0,C0,0,0.2857,0.1667
241,의학과,2021,21,전공,예방의학및임상실습,2.5,C+,0,0.4286,0.2
242,의학과,2021,21,전공,외과학및임상실습,2.0,C0,0,0.2857,0.0
243,의학과,2021,21,전공,응급의학및임상실습,2.0,C0,0,0.2857,0.0
244,의학과,2021,21,전공,임상수기학실습,3.0,B0,0,0.5714,0.25
245,의학과,2021,21,전공,임상수행평가실습,3.0,B0,0,0.5714,0.4
246,의학과,2021,21,전공,임상의학세미나,2.5,C+,0,0.4286,0.0
247,의학과,2021,21,전공,직업환경의학및임상실습,2.0,C0,0,0.2857,0.0
248,의학과,2021,21,전공,특과계열임상실습1,2.5,C+,0,0.4286,0.0
249,의학과,2022,11,전공,응급의학및임상실습,3.0,B0,0,0.5714,0.4
250,의학과,2022,11,전공,임상수기학실습,2.5,C+,0,0.4286,0.0
251,의학과,2022,11,전공,임상수행평가실습,2.0,C0,0,0.2857,0.0
252,의학과,2022,11,전공,정신건강의학및임상실습,2.5,C+,0,0.4286,0.2
253,의학과,2022,11,전공,특과계열임상실습2,2.0,C0,0,0.2857,0.0
254,의학과,2022,11,전공,가정의학및임상실습,3.0,B0,0,0.5714,0.25
255,의학과,2022,11,전공,내과학및임상실습,1.0,D0,0,0.0,0.0
256,의학과,2022,11,전공,산부인과학및임상실습,1.0,D0,0,0.0,0.0
257,의학과,2022,11,전공,소아청소년과학및임상실습,2.0,C0,0,0.2857,0.1667
258,의학과,2022,11,전공,신경과학및임상실습,2.5,C+,0,0.4286,0.4286
259,의학과,2022,11,전공,영상의학및임상실습,2.0,C0,0,0.2857,0.0
260,의학과,2022,11,전공,외과학및임상실습,2.0,C0,0,0.2857,0.0
261,의학과,2022,21,전공,보건의약관계법규,2.5,C+,0,0.4286,0.2
262,의학과,2022,21,전공,임상종합평가,3.5,B+,0,0.7143,0.8333
263,영화애니메이션학과,2013,11,전공,영상미디어스토리텔링,2.5,C+,1,0.4286,1.0
264,영화애니메이션학과,2013,11,전공,영상촬영실습,3.5,B+,1,0.7143,1.0
265,영화애니메이션학과,2013,21,전공,비주얼연출의이해,3.5,B+,1,0.7143,1.0
266,영화애니메이션학과,2017,11,전공,세계영화사읽기워크숍,3.5,B+,1,0.7143,1.0
267,영화애니메이션학과,2017,11,전공,애니메이션영화사읽기워크숍,3.5,B+,1,0.7143,0.5
268,영화애니메이션학과,2017,21,전공,시나리오의이론과실제,3.5,B+,1,0.7143,0.5
269,영화애니메이션학과,2017,21,전공,영상사운드실습,4.5,A+,1,1.0,1.0
270,영화애니메이션학과,2017,21,전공,영상애니메이션장면분석워크숍(캡스톤디자인),4.0,A0,1,0.8571,0.75
271,영화애니메이션학과,2017,21,전공,프로덕션디자인,4.5,A+,1,1.0,1.0
272,영화애니메이션학과,2017,21,전공,한국영화영상읽기워크숍,4.0,A0,1,0.8571,0.8571
273,영화애니메이션학과,2018,11,전공,각색실습(캡스톤디자인),2.5,C+,1,0.4286,0.2
274,영화애니메이션학과,2018,11,전공,교과교육론,3.0,B0,1,0.5714,0.0
275,영화애니메이션학과,2018,11,전공,시나리오워크숍,3.0,B0,1,0.5714,0.0
276,영화애니메이션학과,2018,11,전공,장르와관객취향분석실습,2.5,C+,1,0.4286,0.4286
277,영화애니메이션학과,2018,11,전공,현대영상이론과실제,4.0,A0,1,0.8571,0.75
278,영화애니메이션학과,2018,21,전공,영상산업정책과사회(캡스톤디자인),3.0,B0,1,0.5714,0.8
279,영화애니메이션학과,2018,21,전공,영상이미지와텍스트분석의이론과실제,3.5,B+,1,0.7143,1.0
280,영화애니메이션학과,2018,21,전공,영화애니메이션비평의이론과실제,3.5,B+,1,0.7143,0.5
281,영화애니메이션학과,2019,11,전공,논리및논술,3.0,B0,1,0.5714,0.25
282,영화애니메이션학과,2019,11,전공,시각특수효과실습1,2.0,C0,1,0.2857,0.0
283,경제금융학과,2019,11,전공,금융분석의기초,3.0,B0,0,0.5714,0.4
284,경제금융학과,2019,21,전공,경제금융영어1,3.5,B+,0,0.7143,0.6667
285,경제금융학과,2019,21,전공,생활경제학,2.5,C+,0,0.4286,0.2
286,경제금융학과,2020,21,전공,미시경제이슈와연습,1.5,D+,0,0.1429,0.0
287,경제금융학과,2020,21,전공,재무관리,3.0,B0,0,0.5714,0.4
288,경제금융학과,2020,21,전공,재무회계,3.0,B0,0,0.5714,0.4
289,경제금융학과,2021,11,전공,국제금융론,3.5,B+,0,0.7143,0.5
290,경제금융학과,2021,11,전공,핀테크개론및설계,3.5,B+,0,0.7143,0.3333
291,경제금융학과,2021,11,전공,행태재무학,3.0,B0,0,0.5714,0.25
292,경제금융학과,2021,21,전공,AI와 금융,3.5,B+,0,0.7143,0.0
293,경제금융학과,2021,21,전공,E-business,3.5,B+,0,0.7143,0.3333
294,경제금융학과,2021,21,전공,금융과정보시스템,3.5,B+,0,0.7143,0.0
295,경제금융학과,2021,21,전공,산업조직론,3.5,B+,0,0.7143,0.5
296,경제금융학과,2021,21,전공,세계화와국제경제,3.5,B+,0,0.7143,0.3333
297,경제금융학과,2022,11,전공,경기변동론,3.5,B+,0,0.7143,0.3333
298,경제금융학과,2022,11,전공,금융빅데이터분석론,3.5,B+,0,0.7143,0.0
299,경제금융학과,2022,11,전공,블록체인과경제,3.5,B+,0,0.7143,0.3333
300,경제금융학과,2022,21,전공,다국적기업,3.5,B+,0,0.7143,0.3333
301,경제금융학과,2022,21,전공,투자분석연습,3.5,B+,0,0.7143,0.0
302,국제통상학과,2013,21,전공,국제통상의이해,2.5,C+,1,0.4286,0.2
303,국제통상학과,2013,21,전공,무역경영과법,1.0,D0,1,0.0,0.0
304,국제통상학과,2013,21,전공,세계화와기업환경,2.5,C+,1,0.4286,0.4286
305,국제통상학과,2014,11,전공,국제경영학,3.5,B+,1,0.7143,0.6
306,국제통상학과,2014,11,전공,무역상무론,3.0,B0,1,0.5714,0.6
307,국제통상학과,2014,11,전공,무역영어,2.0,C0,1,0.2857,0.0
308,국제통상학과,2016,21,전공,국제무역관리론,3.5,B+,1,0.7143,0.8333
309,국제통상학과,2016,21,전공,국제물류,3.5,B+,1,0.7143,0.6
310,국제통상학과,2016,21,전공,외환관리론,3.5,B+,1,0.7143,0.6667
311,국제통상학과,2017,11,전공,국제마케팅,3.5,B+,1,0.7143,0.5
312,국제통상학과,2017,11,전공,신용장론,3.5,B+,1,0.7143,1.0
313,국제통상학과,2017,21,전공,국제통상정책론,2.5,C+,1,0.4286,0.0
314,국제통상학과,2017,21,전공,해외투자론,3.5,B+,1,0.7143,0.6
315,국제통상학과,2022,21,전공,국제무역법,2.0,C0,1,0.2857,0.2
